NO TES,EMAIL,NAMA,PRODI,Kesimpulan,Hasil
TES-AKD-2026-02871,nadineangg941@outlook.com,Nadine Anggraini,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02872,uliwulanda975@gmail.com,Uli Wulandari,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02874,vanesawula314@gmail.com,Vanesa Wulandari,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02877,lanjarmaul873@pln.co.id,Lanjar Maulana,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02878,ellissuart253@pln.co.id,Ellis Suartini,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02879,safinasusa483@pln.co.id,Safina Susanti,PSIKOLOGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02880,ismailhuta57@gmail.com,Ismail Hutagalung,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02881,wakimanman884@outlook.com,Wakiman Manullang,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02884,karimahsud323@pln.co.id,Karimah Sudiati,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02886,tasnimprat895@pln.co.id,Tasnim Pratama,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02887,hendrizulk863@gmail.com,Hendri Zulkarnain,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02888,gabriellap767@gmail.com,Gabriella Puspasari,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02890,kadirnapit847@yahoo.com,Kadir Napitupulu,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02891,dianriyant874@pln.co.id,Dian Riyanti,PROGRAM STUDI LAINNYA TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02892,janepermat500@gmail.com,Jane Permata,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02894,jarwiprayo911@yahoo.com,Jarwi Prayoga,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02896,lasmonosit681@outlook.com,Lasmono Situmorang,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02897,putumaulan906@outlook.com,Putu Maulana,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02898,ifahalimah517@gmail.com,Ifa Halimah,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02899,zeldausada213@gmail.com,Zelda Usada,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02900,rangganarp536@outlook.com,Rangga Narpati,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02901,sabrimanda586@outlook.com,Sabri Mandala,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02902,timbulmahe775@outlook.com,Timbul Mahendra,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02903,titinyulia482@outlook.com,Titin Yuliarti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02905,aswanihuta322@yahoo.com,Aswani Hutagalung,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02906,harsayasim260@yahoo.com,Harsaya Simanjuntak,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02907,najwapalas396@yahoo.com,Najwa Palastri,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02909,balidinhut150@yahoo.com,Balidin Hutapea,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02910,dacingunaw669@yahoo.com,Dacin Gunawan,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02911,ramapraset835@yahoo.com,Rama Prasetyo,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02913,wasismegan856@gmail.com,Wasis Megantara,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02914,yuliafujia892@gmail.com,Yulia Fujiati,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02915,kacungtham973@gmail.com,Kacung Thamrin,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02916,ayuyuliant616@outlook.com,Ayu Yulianti,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02917,daliminwib95@pln.co.id,Dalimin Wibowo,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02920,nabilarahi214@pln.co.id,Nabila Rahimah,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02925,irsadfirma127@pln.co.id,Irsad Firmansyah,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02927,darmanawij163@outlook.com,Darmana Wijaya,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02928,hendrinarp99@outlook.com,Hendri Narpati,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02933,juliarahim956@pln.co.id,Julia Rahimah,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02934,ekosirait413@yahoo.com,Eko Sirait,KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02935,emongsamos538@gmail.com,Emong Samosir,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02936,hartakahak774@yahoo.com,Hartaka Hakim,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02938,radenpradi88@gmail.com,Raden Pradipta,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02939,irawidiast505@pln.co.id,Ira Widiastuti,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02940,najwaperma435@pln.co.id,Najwa Permata,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02941,nadiasurya654@pln.co.id,Nadia Suryatmi,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02943,harsayadon235@gmail.com,Harsaya Dongoran,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02947,mustofatam58@pln.co.id,Mustofa Tamba,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02949,pangestusa925@gmail.com,Pangestu Saputra,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02950,ghaliyatih333@gmail.com,Ghaliyati Hartati,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02951,heruhidaya60@pln.co.id,Heru Hidayanto,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02952,marganazul989@pln.co.id,Margana Zulkarnain,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02953,irahariyah710@outlook.com,Ira Hariyah,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02956,kadirlatup217@yahoo.com,Kadir Latupono,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02957,kasiyahuya991@yahoo.com,Kasiyah Uyainah,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02958,gamantonaj800@yahoo.com,Gamanto Najmudin,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02960,dianafarid180@gmail.com,Diana Farida,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02961,agneshastu759@outlook.com,Agnes Hastuti,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02962,zelayawast662@yahoo.com,Zelaya Wastuti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02963,suryawasit627@outlook.com,Surya Wasita,MANAJEMEN RISIKO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02964,uchitautam230@gmail.com,Uchita Utami,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02965,lasmantota119@yahoo.com,Lasmanto Tamba,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02966,dindaaryan830@pln.co.id,Dinda Aryani,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02970,nardiardia274@pln.co.id,Nardi Ardianto,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02972,galihtarih382@outlook.com,Galih Tarihoran,AKUNTANSI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02974,adikarafir874@outlook.com,Adikara Firmansyah,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02977,gambiradon474@gmail.com,Gambira Dongoran,KOMUNIKASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02978,najwasuart747@pln.co.id,Najwa Suartini,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02980,dalimaagus174@outlook.com,Dalima Agustina,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02981,jasminarya500@yahoo.com,Jasmin Aryani,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02982,cakrawalah309@yahoo.com,Cakrawala Hardiansyah,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02983,febilaksmi157@yahoo.com,Febi Laksmiwati,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02984,makarahaki788@outlook.com,Makara Hakim,TEKNIK INFORMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02986,vickysuart530@pln.co.id,Vicky Suartini,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-02987,reksamusto382@pln.co.id,Reksa Mustofa,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02988,kembagunaw423@pln.co.id,Kemba Gunawan,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02989,garasuryon989@pln.co.id,Gara Suryono,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02990,kokowasita381@outlook.com,Koko Wasita,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02991,betaniausa41@gmail.com,Betania Usada,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02993,dinaagusti421@outlook.com,Dina Agustina,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02994,aisyahwina714@gmail.com,Aisyah Winarsih,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02995,titinlaksi151@outlook.com,Titin Laksita,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02996,lalitamard199@gmail.com,Lalita Mardhiyah,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02997,chelseazul75@pln.co.id,Chelsea Zulaika,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-02998,kasiranraj425@gmail.com,Kasiran Rajasa,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03000,vanyawahyu169@yahoo.com,Vanya Wahyuni,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03001,verahanday347@pln.co.id,Vera Handayani,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03002,pranataraj955@pln.co.id,Pranata Rajasa,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03003,usmandaman461@yahoo.com,Usman Damanik,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03004,shanialail788@yahoo.com,Shania Lailasari,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03005,manahwasit930@outlook.com,Manah Wasita,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03007,dariatinaj942@yahoo.com,Dariati Najmudin,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03009,latikarahi776@gmail.com,Latika Rahimah,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03010,analailasa968@gmail.com,Ana Lailasari,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03014,capatamba325@gmail.com,Capa Tamba,MANAJEMEN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03016,donouwais869@yahoo.com,Dono Uwais,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03018,amalianura323@yahoo.com,Amalia Nuraini,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03020,ifamulyani640@gmail.com,Ifa Mulyani,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03021,vanesawahy268@pln.co.id,Vanesa Wahyuni,DATA SCIENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03022,gawatihand618@yahoo.com,Gawati Handayani,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03023,lantarprat340@gmail.com,Lantar Pratama,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03024,nilamyulia40@pln.co.id,Nilam Yuliarti,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03025,nadiapalas69@pln.co.id,Nadia Palastri,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03026,ciaobellas723@outlook.com,Ciaobella Sudiati,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03027,labuhnajmu119@pln.co.id,Labuh Najmudin,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03028,artantofir203@outlook.com,Artanto Firmansyah,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03029,safinawina770@gmail.com,Safina Winarsih,KESELAMATAN DAN KESEHATAN KERJA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03030,maimunahma17@yahoo.com,Maimunah Mardhiyah,TEKNIK PERTAMBANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03031,sitihartat221@gmail.com,Siti Hartati,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03032,muninapitu958@outlook.com,Muni Napitupulu,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03033,keishawahy93@pln.co.id,Keisha Wahyuni,TEKNIK MESIN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03034,bakiantola276@pln.co.id,Bakianto Lazuardi,PROGRAM STUDI LAINNYA NON TEKNIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03035,sadinaraha321@yahoo.com,Sadina Rahayu,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03036,salwaanggr464@outlook.com,Salwa Anggraini,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03037,hanahalima531@pln.co.id,Hana Halimah,MANAJEMEN PROYEK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03038,cengkirhut867@yahoo.com,Cengkir Hutagalung,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03040,warjihutas902@gmail.com,Warji Hutasoit,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03042,latikayuli649@outlook.com,Latika Yulianti,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03043,kasimmanda924@yahoo.com,Kasim Mandala,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03044,hartakapan397@yahoo.com,Hartaka Pangestu,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03047,mustofapra822@pln.co.id,Mustofa Prasetyo,TEKNIK GEOLOGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03048,manahdaman505@pln.co.id,Manah Damanik,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03049,amongperma554@yahoo.com,Among Permadi,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03050,karimahfar471@yahoo.com,Karimah Farida,MANAJEMEN PEMASARAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03052,nasrullahp903@gmail.com,Nasrullah Prasetyo,BIG DATA DAN BUSINESS INTELLIGENCE,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03053,ameliamard382@pln.co.id,Amelia Mardhiyah,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03055,jakagunart225@outlook.com,Jaka Gunarto,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03056,opungnabab54@outlook.com,Opung Nababan,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03057,radikawibi36@yahoo.com,Radika Wibisono,TEKNIK SIPIL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03058,paimanhaki908@outlook.com,Paiman Hakim,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03060,yuliayulia358@yahoo.com,Yulia Yuliarti,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03061,ginayulian537@outlook.com,Gina Yulianti,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03062,piaaryani201@gmail.com,Pia Aryani,SAFETY ENGINEERING,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03063,taliamulya931@outlook.com,Talia Mulyani,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03064,taswirhary198@gmail.com,Taswir Haryanto,TEKNIK LISTRIK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03065,violetpras45@yahoo.com,Violet Prastuti,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03066,maryantosi805@yahoo.com,Maryanto Siregar,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03068,radenardia54@gmail.com,Raden Ardianto,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03069,kairavsimb696@gmail.com,Kairav Simbolon,MATEMATIKA,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03070,opanpanges651@yahoo.com,Opan Pangestu,TEKNIK BIOENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03071,dadapnarpa233@gmail.com,Dadap Narpati,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03073,shanianurd633@yahoo.com,Shania Nurdiyanti,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03074,cintanamag163@yahoo.com,Cinta Namaga,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03077,tiaraharya923@yahoo.com,Tiara Haryanti,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03078,asmadimarb820@yahoo.com,Asmadi Marbun,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03080,daliminadr530@gmail.com,Dalimin Adriansyah,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03081,cakrabiraw730@outlook.com,Cakrabirawa Natsir,TEKNIK ELEKTRO,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03082,nataliaper693@yahoo.com,Natalia Permata,TEKNIK MATERIAL,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03084,inayuniar865@pln.co.id,Ina Yuniar,MANAJEMEN ASET,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03085,cintayulia187@yahoo.com,Cinta Yuliarti,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03086,novilaksmi572@gmail.com,Novi Laksmiwati,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03087,ananamaga472@outlook.com,Ana Namaga,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03088,sabrisamos56@gmail.com,Sabri Samosir,TEKNIK INDUSTRI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03089,parishanda546@outlook.com,Paris Handayani,MANAJEMEN BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03090,wirdahariy652@gmail.com,Wirda Hariyah,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03091,qorimaryat755@yahoo.com,Qori Maryati,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03092,usyisuarti197@pln.co.id,Usyi Suartini,MATEMATIKA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03094,usyiwuland986@outlook.com,Usyi Wulandari,PUBLIC POLICY,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03096,tiarapuspi850@yahoo.com,Tiara Puspita,MANAJEMEN INVESTASI BANK,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03097,zaenabnasy327@pln.co.id,Zaenab Nasyidah,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03098,karimahkus387@yahoo.com,Karimah Kusmawati,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03099,cahyonolat273@pln.co.id,Cahyono Latupono,TEKNIK LINGKUNGAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03100,mursininsi477@yahoo.com,Mursinin Sitompul,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03101,ulvautami684@gmail.com,Ulva Utami,TEKNIK KIMIA,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03103,panjitarih627@gmail.com,Panji Tarihoran,ELEKTRONIKA DAN INSTRUMENTASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03104,ratnauyain61@pln.co.id,Ratna Uyainah,AKUNTANSI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03105,gandisireg598@gmail.com,Gandi Siregar,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03107,cakrabuana15@pln.co.id,Cakrabuana Tarihoran,TEKNIK GEODESI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03108,eliaryani876@yahoo.com,Eli Aryani,ENERGI BARU TERBARUKAN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03109,carlahastu909@gmail.com,Carla Hastuti,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03110,kandawaski420@gmail.com,Kanda Waskita,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03111,jaemannash73@gmail.com,Jaeman Nashiruddin,ADMINISTRASI,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03112,ratihnurdi571@yahoo.com,Ratih Nurdiyanti,DATA SCIENCE,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03115,mahfudguna221@gmail.com,Mahfud Gunarto,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03116,taufikutam536@gmail.com,Taufik Utama,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03120,ajimatsala412@pln.co.id,Ajimat Salahudin,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03122,chelseaand783@yahoo.com,Chelsea Andriani,MANAJEMEN,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03123,ganjaranwa115@outlook.com,Ganjaran Waluyo,DIGITAL MARKETING DAN ANALYTICS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03124,rininurain898@yahoo.com,Rini Nuraini,MANAJEMEN KEUANGAN,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03125,amongpraka596@yahoo.com,Among Prakasa,KONVERSI ENERGI,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03126,cagerfirma589@gmail.com,Cager Firmansyah,HUKUM,Berisi semua hasil pemeriksaan,Lolos
TES-AKD-2026-03127,corneliala952@outlook.com,Cornelia Laksmiwati,ADMINISTRASI BISNIS,Berisi semua hasil pemeriksaan,Tidak Lolos
TES-AKD-2026-03128,humairahas573@pln.co.id,Humaira Hastuti,SUPPLY CHAIN MANAGEMENT,Berisi semua hasil pemeriksaan,Lolos
