NO TES,EMAIL,NAMA,PRODI,KATEGORI,ABSTRACT_REASONING,VERBAL_REASONING,NUMERICAL_REASONING,TOTAL
TES-AKD-2026-02059,gangsarwib872@yahoo.com,Gangsar Wibowo,SAFETY ENGINEERING,II,6,6,9,21
TES-AKD-2026-02060,gardagunaw558@gmail.com,Garda Gunawan,TEKNIK MESIN,I,6,7,9,22
TES-AKD-2026-02061,umaynugroh391@outlook.com,Umay Nugroho,MANAJEMEN,I,6,8,3,17
TES-AKD-2026-02062,idawijayan966@outlook.com,Ida Wijayanti,KOMUNIKASI,I,5,8,3,16
TES-AKD-2026-02063,adeprastut200@yahoo.com,Ade Prastuti,TEKNIK INDUSTRI,I,8,5,4,17
TES-AKD-2026-02064,legakuswoy93@yahoo.com,Lega Kuswoyo,MANAJEMEN PEMASARAN,I,8,8,5,21
TES-AKD-2026-02065,mujursitum901@yahoo.com,Mujur Situmorang,SUPPLY CHAIN MANAGEMENT,II,7,8,5,20
TES-AKD-2026-02066,dasahidaya650@yahoo.com,Dasa Hidayat,DIGITAL MARKETING DAN ANALYTICS,I,4,9,5,18
TES-AKD-2026-02067,janewijaya143@yahoo.com,Jane Wijayanti,TEKNIK MESIN,I,8,6,6,20
TES-AKD-2026-02068,laswihutas85@outlook.com,Laswi Hutasoit,TEKNIK SIPIL,II,3,7,9,19
TES-AKD-2026-02069,kenariwahy596@gmail.com,Kenari Wahyudin,PSIKOLOGI,I,4,6,6,16
TES-AKD-2026-02070,hartakatar882@gmail.com,Hartaka Tarihoran,DIGITAL MARKETING DAN ANALYTICS,I,8,4,8,20
TES-AKD-2026-02071,tamiuyaina536@outlook.com,Tami Uyainah,TEKNIK GEOLOGI,II,6,7,8,21
TES-AKD-2026-02072,heryantopr83@gmail.com,Heryanto Pradana,AKUNTANSI,I,8,4,8,20
TES-AKD-2026-02073,paramitawu974@outlook.com,Paramita Wulandari,HUKUM,I,6,7,4,17
TES-AKD-2026-02074,idanovitas424@gmail.com,Ida Novitasari,MANAJEMEN PEMASARAN,II,7,7,6,20
TES-AKD-2026-02075,kiandraagu105@outlook.com,Kiandra Agustina,HUKUM,I,7,10,8,25
TES-AKD-2026-02076,lanangwalu463@yahoo.com,Lanang Waluyo,TEKNIK SIPIL,I,7,6,9,22
TES-AKD-2026-02077,restuhanda707@gmail.com,Restu Handayani,SAFETY ENGINEERING,I,8,4,8,20
TES-AKD-2026-02078,dewiyuliar788@gmail.com,Dewi Yuliarti,TEKNIK MESIN,I,8,8,10,26
TES-AKD-2026-02079,sabrinakus86@pln.co.id,Sabrina Kusmawati,MANAJEMEN RISIKO,II,6,7,8,21
TES-AKD-2026-02080,kaylaperti567@gmail.com,Kayla Pertiwi,ADMINISTRASI,II,5,9,5,19
TES-AKD-2026-02081,suciyuniar214@pln.co.id,Suci Yuniar,PROGRAM STUDI LAINNYA NON TEKNIK,II,6,8,9,23
TES-AKD-2026-02082,abyasauwai937@pln.co.id,Abyasa Uwais,TEKNIK SIPIL,I,7,6,7,20
TES-AKD-2026-02083,munianggri781@yahoo.com,Muni Anggriawan,DIGITAL MARKETING DAN ANALYTICS,III,4,3,5,12
TES-AKD-2026-02084,galiononug847@outlook.com,Galiono Nugroho,MANAJEMEN PEMASARAN,II,8,9,6,23
TES-AKD-2026-02085,sarihartat119@pln.co.id,Sari Hartati,ADMINISTRASI BISNIS,II,7,8,6,21
TES-AKD-2026-02086,wirdaharya239@yahoo.com,Wirda Haryanti,AKUNTANSI,I,7,7,7,21
TES-AKD-2026-02087,carlamelan432@pln.co.id,Carla Melani,TEKNIK MATERIAL,I,7,4,9,20
TES-AKD-2026-02088,radikawina858@yahoo.com,Radika Winarno,PUBLIC POLICY,II,5,5,7,17
TES-AKD-2026-02089,tanialaila900@pln.co.id,Tania Lailasari,MANAJEMEN PROYEK,I,9,9,8,26
TES-AKD-2026-02090,jaemanmary815@pln.co.id,Jaeman Maryadi,DATA SCIENCE,I,8,6,9,23
TES-AKD-2026-02091,belindanas172@outlook.com,Belinda Nasyidah,MANAJEMEN BISNIS,I,5,8,6,19
TES-AKD-2026-02092,janewuland461@outlook.com,Jane Wulandari,DATA SCIENCE,I,8,5,9,22
TES-AKD-2026-02093,bahuraksah673@yahoo.com,Bahuraksa Hidayat,AKUNTANSI,II,5,7,7,19
TES-AKD-2026-02094,prasetyowi421@gmail.com,Prasetyo Wibowo,PROGRAM STUDI LAINNYA TEKNIK,I,10,7,8,25
TES-AKD-2026-02095,faizahlail838@yahoo.com,Faizah Lailasari,TEKNIK SIPIL,I,6,7,8,21
TES-AKD-2026-02096,ilyassuwar678@yahoo.com,Ilyas Suwarno,MANAJEMEN PROYEK,I,8,9,5,22
TES-AKD-2026-02097,wawankuswo630@yahoo.com,Wawan Kuswoyo,ADMINISTRASI,I,4,8,6,18
TES-AKD-2026-02098,faizahwina596@yahoo.com,Faizah Winarsih,SAFETY ENGINEERING,I,8,8,7,23
TES-AKD-2026-02099,harsantosa710@pln.co.id,Harsanto Saragih,MANAJEMEN PROYEK,I,6,7,7,20
TES-AKD-2026-02100,ridwanhary977@outlook.com,Ridwan Haryanto,MANAJEMEN PROYEK,I,6,8,8,22
TES-AKD-2026-02101,michellepa373@yahoo.com,Michelle Padmasari,TEKNIK BIOENERGI,I,8,7,8,23
TES-AKD-2026-02102,cawisadisi906@pln.co.id,Cawisadi Sitorus,TEKNIK INDUSTRI,I,8,6,9,23
TES-AKD-2026-02103,kamilaastu635@gmail.com,Kamila Astuti,ELEKTRONIKA DAN INSTRUMENTASI,II,9,7,6,22
TES-AKD-2026-02104,karsaramad674@pln.co.id,Karsa Ramadan,TEKNIK LISTRIK,I,8,8,9,25
TES-AKD-2026-02105,radikahard693@pln.co.id,Radika Hardiansyah,HUKUM,II,7,6,7,20
TES-AKD-2026-02106,irsaduwais962@gmail.com,Irsad Uwais,SAFETY ENGINEERING,I,5,8,8,21
TES-AKD-2026-02107,mustofauta219@pln.co.id,Mustofa Utama,KOMUNIKASI,I,7,5,6,18
TES-AKD-2026-02108,kemalsamos426@pln.co.id,Kemal Samosir,SUPPLY CHAIN MANAGEMENT,I,7,5,4,16
TES-AKD-2026-02109,harjoprano811@yahoo.com,Harjo Pranowo,TEKNIK MATERIAL,III,8,6,5,19
TES-AKD-2026-02110,reksawacan797@gmail.com,Reksa Wacana,TEKNIK ELEKTRO,III,8,6,7,21
TES-AKD-2026-02111,olivausada933@pln.co.id,Oliva Usada,TEKNIK ELEKTRO,I,8,6,5,19
TES-AKD-2026-02112,ratnaharya903@outlook.com,Ratna Haryanti,TEKNIK KIMIA,I,7,7,7,21
TES-AKD-2026-02113,janetlaila630@gmail.com,Janet Lailasari,TEKNIK MESIN,I,6,9,9,24
TES-AKD-2026-02114,sakurawina577@gmail.com,Sakura Winarsih,MANAJEMEN,II,5,4,6,15
TES-AKD-2026-02115,darsirahda298@yahoo.com,Darsirah Damanik,TEKNIK LISTRIK,I,7,4,8,19
TES-AKD-2026-02116,omariswahy451@gmail.com,Omar Iswahyudi,MANAJEMEN RISIKO,I,8,9,7,24
TES-AKD-2026-02117,darsirahma981@yahoo.com,Darsirah Maryadi,AKUNTANSI,I,6,4,4,14
TES-AKD-2026-02118,calistahas845@outlook.com,Calista Hasanah,TEKNIK INDUSTRI,I,5,6,10,21
TES-AKD-2026-02119,asmunitamp246@pln.co.id,Asmuni Tampubolon,DATA SCIENCE,I,10,5,4,19
TES-AKD-2026-02120,virmanhary173@outlook.com,Virman Haryanto,PSIKOLOGI,II,7,8,8,23
TES-AKD-2026-02121,prasetyana780@pln.co.id,Prasetya Nababan,TEKNIK ELEKTRO,I,7,5,8,20
TES-AKD-2026-02122,yulianalak419@pln.co.id,Yuliana Laksmiwati,TEKNIK BIOENERGI,I,7,5,10,22
TES-AKD-2026-02123,olivayulia860@pln.co.id,Oliva Yulianti,TEKNIK KIMIA,II,6,9,8,23
TES-AKD-2026-02124,tasnimdong98@pln.co.id,Tasnim Dongoran,TEKNIK BIOENERGI,II,7,7,7,21
TES-AKD-2026-02125,luhungnarp130@outlook.com,Luhung Narpati,TEKNIK MATERIAL,I,9,6,7,22
TES-AKD-2026-02126,mayakuswan973@outlook.com,Maya Kuswandari,MANAJEMEN BISNIS,I,7,8,7,22
TES-AKD-2026-02127,jakahalim134@gmail.com,Jaka Halim,MANAJEMEN PEMASARAN,II,3,9,6,18
TES-AKD-2026-02128,gamaniraja133@pln.co.id,Gamani Rajasa,TEKNIK BIOENERGI,I,8,7,9,24
TES-AKD-2026-02129,gangsarama431@gmail.com,Gangsa Ramadan,MANAJEMEN INVESTASI BANK,I,6,9,6,21
TES-AKD-2026-02130,gildakusma377@outlook.com,Gilda Kusmawati,ELEKTRONIKA DAN INSTRUMENTASI,II,6,5,7,18
TES-AKD-2026-02131,artawansim303@outlook.com,Artawan Simanjuntak,PSIKOLOGI,II,6,7,6,19
TES-AKD-2026-02132,cagakhutas788@outlook.com,Cagak Hutasoit,TEKNIK BIOENERGI,I,9,7,10,26
TES-AKD-2026-02133,darsirahdo652@gmail.com,Darsirah Dongoran,AKUNTANSI,I,4,8,4,16
TES-AKD-2026-02134,puspariyan321@pln.co.id,Puspa Riyanti,ENERGI BARU TERBARUKAN,I,8,9,5,22
TES-AKD-2026-02135,baktimanul526@pln.co.id,Bakti Manullang,TEKNIK INFORMATIKA,II,8,7,7,22
TES-AKD-2026-02136,salimahrah51@gmail.com,Salimah Rahimah,ADMINISTRASI BISNIS,II,4,8,7,19
TES-AKD-2026-02137,fathonahus493@gmail.com,Fathonah Usamah,TEKNIK KIMIA,I,8,9,6,23
TES-AKD-2026-02138,salimahsaf390@outlook.com,Salimah Safitri,MANAJEMEN BISNIS,I,6,9,7,22
TES-AKD-2026-02139,kaniaprati805@yahoo.com,Kania Pratiwi,TEKNIK INDUSTRI,I,8,4,6,18
TES-AKD-2026-02140,dacinzulka756@yahoo.com,Dacin Zulkarnain,TEKNIK MESIN,I,10,7,8,25
TES-AKD-2026-02141,gadangsimb567@yahoo.com,Gadang Simbolon,TEKNIK SIPIL,II,8,5,9,22
TES-AKD-2026-02142,slametmang381@outlook.com,Slamet Mangunsong,AKUNTANSI,I,5,6,5,16
TES-AKD-2026-02143,naradisamo50@outlook.com,Naradi Samosir,TEKNIK INFORMATIKA,I,9,4,4,17
TES-AKD-2026-02144,novipermat345@outlook.com,Novi Permata,TEKNIK PERTAMBANGAN,III,5,3,8,16
TES-AKD-2026-02145,makarasima369@gmail.com,Makara Simanjuntak,DATA SCIENCE,III,5,5,6,16
TES-AKD-2026-02146,gaduhfirma916@gmail.com,Gaduh Firmansyah,TEKNIK GEODESI,I,8,8,7,23
TES-AKD-2026-02147,ilsapermat539@outlook.com,Ilsa Permata,ENERGI BARU TERBARUKAN,I,6,4,7,17
TES-AKD-2026-02148,hartanahar562@yahoo.com,Hartana Haryanto,TEKNIK ELEKTRO,III,8,5,10,23
TES-AKD-2026-02149,danuprasas830@yahoo.com,Danu Prasasta,TEKNIK BIOENERGI,II,7,8,9,24
TES-AKD-2026-02150,ramawidodo510@pln.co.id,Rama Widodo,HUKUM,I,6,6,7,19
TES-AKD-2026-02151,rezatariho24@yahoo.com,Reza Tarihoran,SAFETY ENGINEERING,I,6,6,6,18
TES-AKD-2026-02152,kamalmusto952@yahoo.com,Kamal Mustofa,MANAJEMEN PEMASARAN,II,4,10,6,20
TES-AKD-2026-02153,liliyuliar219@yahoo.com,Lili Yuliarti,MATEMATIKA,I,9,8,9,26
TES-AKD-2026-02154,mahmudpray281@yahoo.com,Mahmud Prayoga,TEKNIK INDUSTRI,I,7,5,7,19
TES-AKD-2026-02155,karsanaing822@outlook.com,Karsa Nainggolan,MANAJEMEN BISNIS,I,8,9,7,24
TES-AKD-2026-02156,karsanasim485@yahoo.com,Karsana Simbolon,PSIKOLOGI,I,6,6,6,18
TES-AKD-2026-02157,restuzulai674@yahoo.com,Restu Zulaika,SAFETY ENGINEERING,I,9,9,7,25
TES-AKD-2026-02158,vimanmanul678@gmail.com,Viman Manullang,ENERGI BARU TERBARUKAN,II,8,3,7,18
TES-AKD-2026-02159,irapuspasa699@yahoo.com,Ira Puspasari,AKUNTANSI,I,5,6,7,18
TES-AKD-2026-02160,harsantosi870@gmail.com,Harsanto Sirait,MANAJEMEN BISNIS,I,7,10,9,26
TES-AKD-2026-02161,ilsayulian128@yahoo.com,Ilsa Yulianti,HUKUM,I,6,7,5,18
TES-AKD-2026-02162,daditamba435@gmail.com,Dadi Tamba,ELEKTRONIKA DAN INSTRUMENTASI,I,7,6,7,20
TES-AKD-2026-02163,marasprada545@pln.co.id,Maras Pradana,KONVERSI ENERGI,I,6,6,6,18
TES-AKD-2026-02164,vinohutaga893@outlook.com,Vino Hutagalung,MANAJEMEN INVESTASI BANK,III,10,9,8,27
TES-AKD-2026-02165,auroraprat403@yahoo.com,Aurora Pratiwi,AKUNTANSI,II,4,8,6,18
TES-AKD-2026-02166,ratnalaila383@outlook.com,Ratna Lailasari,DIGITAL MARKETING DAN ANALYTICS,I,4,7,4,15
TES-AKD-2026-02167,gamblangku852@outlook.com,Gamblang Kuswoyo,TEKNIK BIOENERGI,I,10,5,9,24
TES-AKD-2026-02168,jayadisina51@yahoo.com,Jayadi Sinaga,TEKNIK MATERIAL,II,4,3,8,15
TES-AKD-2026-02169,asmuniwasi315@yahoo.com,Asmuni Wasita,DATA SCIENCE,II,10,8,10,28
TES-AKD-2026-02170,paramitanu751@outlook.com,Paramita Nurdiyanti,DATA SCIENCE,I,9,6,5,20
TES-AKD-2026-02171,irsadutama378@outlook.com,Irsad Utama,SAFETY ENGINEERING,I,7,7,9,23
TES-AKD-2026-02172,hamimawidi284@gmail.com,Hamima Widiastuti,ADMINISTRASI BISNIS,I,5,10,4,19
TES-AKD-2026-02173,cawisonopr931@pln.co.id,Cawisono Prasetyo,TEKNIK LINGKUNGAN,I,10,4,7,21
TES-AKD-2026-02174,saktisitum390@yahoo.com,Sakti Situmorang,AKUNTANSI,I,6,5,4,15
TES-AKD-2026-02175,dalionodam920@pln.co.id,Daliono Damanik,BIG DATA DAN BUSINESS INTELLIGENCE,III,8,5,7,20
TES-AKD-2026-02176,cawisadiha245@pln.co.id,Cawisadi Habibi,TEKNIK ELEKTRO,I,6,5,6,17
TES-AKD-2026-02177,kiandranam859@yahoo.com,Kiandra Namaga,TEKNIK KIMIA,I,9,7,8,24
TES-AKD-2026-02178,bagussitom603@gmail.com,Bagus Sitompul,MANAJEMEN PROYEK,I,4,8,7,19
TES-AKD-2026-02179,hasansireg577@outlook.com,Hasan Siregar,ELEKTRONIKA DAN INSTRUMENTASI,II,4,6,3,13
TES-AKD-2026-02180,salsabilas566@outlook.com,Salsabila Susanti,ADMINISTRASI BISNIS,I,2,8,8,18
TES-AKD-2026-02181,waniprastu934@pln.co.id,Wani Prastuti,TEKNIK ELEKTRO,II,8,5,6,19
TES-AKD-2026-02182,edisonsaef442@gmail.com,Edison Saefullah,KOMUNIKASI,I,9,7,8,24
TES-AKD-2026-02183,shakilapur887@yahoo.com,Shakila Purwanti,TEKNIK MESIN,I,8,6,4,18
TES-AKD-2026-02184,widyawinar777@outlook.com,Widya Winarsih,TEKNIK LISTRIK,I,7,8,10,25
TES-AKD-2026-02185,zulfaagust245@gmail.com,Zulfa Agustina,TEKNIK ELEKTRO,I,5,6,10,21
TES-AKD-2026-02186,tariandria802@yahoo.com,Tari Andriani,HUKUM,I,6,8,8,22
TES-AKD-2026-02187,tasdikzulk133@yahoo.com,Tasdik Zulkarnain,TEKNIK INDUSTRI,I,9,6,6,21
TES-AKD-2026-02188,putrisudia322@pln.co.id,Putri Sudiati,KONVERSI ENERGI,I,6,9,5,20
TES-AKD-2026-02189,asirwandam620@pln.co.id,Asirwanda Mangunsong,MANAJEMEN,I,3,8,7,18
TES-AKD-2026-02190,hestifujia471@pln.co.id,Hesti Fujiati,PROGRAM STUDI LAINNYA NON TEKNIK,I,7,6,10,23
TES-AKD-2026-02191,usyiriyant209@yahoo.com,Usyi Riyanti,TEKNIK INFORMATIKA,I,8,5,9,22
TES-AKD-2026-02192,uchitawina549@yahoo.com,Uchita Winarsih,PROGRAM STUDI LAINNYA NON TEKNIK,I,9,6,9,24
TES-AKD-2026-02193,janehartat28@yahoo.com,Jane Hartati,TEKNIK KIMIA,I,7,6,9,22
TES-AKD-2026-02194,dindahalim366@yahoo.com,Dinda Halimah,HUKUM,II,5,9,7,21
TES-AKD-2026-02195,perkasahar425@outlook.com,Perkasa Haryanto,DIGITAL MARKETING DAN ANALYTICS,I,8,8,6,22
TES-AKD-2026-02196,kurniahaki311@yahoo.com,Kurnia Hakim,MANAJEMEN INVESTASI BANK,I,6,7,8,21
TES-AKD-2026-02197,mayariyant483@gmail.com,Maya Riyanti,MANAJEMEN BISNIS,III,3,8,5,16
TES-AKD-2026-02198,nardigunar479@yahoo.com,Nardi Gunarto,DATA SCIENCE,I,8,7,6,21
TES-AKD-2026-02199,rinilaksmi313@pln.co.id,Rini Laksmiwati,TEKNIK SIPIL,I,10,8,7,25
TES-AKD-2026-02200,puputhalim623@pln.co.id,Puput Halimah,TEKNIK KIMIA,II,10,8,9,27
TES-AKD-2026-02201,michellema463@pln.co.id,Michelle Mandasari,MANAJEMEN PROYEK,I,6,6,5,17
TES-AKD-2026-02202,cindyaryan323@pln.co.id,Cindy Aryani,PSIKOLOGI,I,5,8,7,20
TES-AKD-2026-02203,wanipudjia507@yahoo.com,Wani Pudjiastuti,HUKUM,I,4,6,6,16
TES-AKD-2026-02204,cicilestar72@yahoo.com,Cici Lestari,ENERGI BARU TERBARUKAN,I,4,6,6,16
TES-AKD-2026-02205,indahsuart696@yahoo.com,Indah Suartini,SAFETY ENGINEERING,I,8,5,4,17
TES-AKD-2026-02206,nugrahawah149@outlook.com,Nugraha Wahyudin,MANAJEMEN PEMASARAN,I,6,9,4,19
TES-AKD-2026-02207,prabawadon169@yahoo.com,Prabawa Dongoran,SUPPLY CHAIN MANAGEMENT,I,7,4,5,16
TES-AKD-2026-02208,ellisfarid208@yahoo.com,Ellis Farida,MANAJEMEN,II,3,7,10,20
TES-AKD-2026-02209,dalimanurd621@outlook.com,Dalima Nurdiyanti,MANAJEMEN INVESTASI BANK,I,6,8,4,18
TES-AKD-2026-02210,gamantojai608@outlook.com,Gamanto Jailani,MANAJEMEN ASET,I,5,7,6,18
TES-AKD-2026-02211,karimahper423@yahoo.com,Karimah Permata,AKUNTANSI,I,5,8,7,20
TES-AKD-2026-02212,parmanhary923@outlook.com,Parman Haryanto,AKUNTANSI,II,6,6,6,18
TES-AKD-2026-02213,mahesairaw893@outlook.com,Mahesa Irawan,TEKNIK SIPIL,II,9,6,6,21
TES-AKD-2026-02214,mahmudhard539@outlook.com,Mahmud Hardiansyah,MANAJEMEN,I,6,6,7,19
TES-AKD-2026-02215,amiastuti942@gmail.com,Ami Astuti,MANAJEMEN PEMASARAN,I,6,9,7,22
TES-AKD-2026-02216,hafshahyun848@outlook.com,Hafshah Yuniar,ADMINISTRASI BISNIS,I,5,9,3,17
TES-AKD-2026-02217,maidariyan513@yahoo.com,Maida Riyanti,MANAJEMEN ASET,II,7,6,6,19
TES-AKD-2026-02218,najamhakim254@outlook.com,Najam Hakim,MATEMATIKA,I,2,3,7,12
TES-AKD-2026-02219,timbulmang261@gmail.com,Timbul Mangunsong,MANAJEMEN INVESTASI BANK,I,4,8,7,19
TES-AKD-2026-02220,cawisadiir322@outlook.com,Cawisadi Irawan,TEKNIK BIOENERGI,III,6,6,5,17
TES-AKD-2026-02221,sadinawahy12@pln.co.id,Sadina Wahyuni,DATA SCIENCE,I,8,5,10,23
TES-AKD-2026-02222,puturajasa332@outlook.com,Putu Rajasa,TEKNIK BIOENERGI,I,7,7,7,21
TES-AKD-2026-02223,heryantota381@gmail.com,Heryanto Tarihoran,ENERGI BARU TERBARUKAN,II,6,4,5,15
TES-AKD-2026-02224,evakuswand164@outlook.com,Eva Kuswandari,MANAJEMEN PEMASARAN,III,8,9,7,24
TES-AKD-2026-02225,tinapudjia839@gmail.com,Tina Pudjiastuti,MANAJEMEN PEMASARAN,I,4,7,7,18
TES-AKD-2026-02226,hairyantoh96@pln.co.id,Hairyanto Hidayat,DATA SCIENCE,II,10,4,9,23
TES-AKD-2026-02227,putrirahay677@gmail.com,Putri Rahayu,KOMUNIKASI,I,8,9,5,22
TES-AKD-2026-02228,onipudjias221@gmail.com,Oni Pudjiastuti,BIG DATA DAN BUSINESS INTELLIGENCE,II,9,5,6,20
TES-AKD-2026-02229,emplukwibi310@yahoo.com,Empluk Wibisono,TEKNIK INDUSTRI,I,10,4,9,23
TES-AKD-2026-02230,widyasurya556@pln.co.id,Widya Suryatmi,BIG DATA DAN BUSINESS INTELLIGENCE,I,8,7,9,24
TES-AKD-2026-02231,samiahsury347@pln.co.id,Samiah Suryatmi,TEKNIK MESIN,II,5,6,6,17
TES-AKD-2026-02232,piautami757@pln.co.id,Pia Utami,MANAJEMEN KEUANGAN,I,6,8,6,20
TES-AKD-2026-02233,paulinuyai188@gmail.com,Paulin Uyainah,TEKNIK PERTAMBANGAN,II,9,7,9,25
TES-AKD-2026-02234,hartowacan939@pln.co.id,Harto Wacana,DATA SCIENCE,I,6,3,6,15
TES-AKD-2026-02235,cawisonofi23@yahoo.com,Cawisono Firmansyah,HUKUM,I,7,7,7,21
TES-AKD-2026-02236,adikaradon736@pln.co.id,Adikara Dongoran,MANAJEMEN,I,8,9,4,21
TES-AKD-2026-02237,vimansimbo937@yahoo.com,Viman Simbolon,TEKNIK INDUSTRI,I,9,5,7,21
TES-AKD-2026-02238,daditampub156@yahoo.com,Dadi Tampubolon,TEKNIK LINGKUNGAN,I,9,6,7,22
TES-AKD-2026-02239,oliviaperm221@gmail.com,Olivia Permata,KOMUNIKASI,I,6,9,9,24
TES-AKD-2026-02240,septisudia981@pln.co.id,Septi Sudiati,DATA SCIENCE,II,7,3,6,16
TES-AKD-2026-02241,gamanwibis334@yahoo.com,Gaman Wibisono,MANAJEMEN KEUANGAN,I,2,10,7,19
TES-AKD-2026-02242,paimanadri38@gmail.com,Paiman Adriansyah,AKUNTANSI,I,7,5,5,17
TES-AKD-2026-02243,diparamada561@gmail.com,Dipa Ramadan,TEKNIK SIPIL,II,9,7,10,26
TES-AKD-2026-02244,opheliafar773@gmail.com,Ophelia Farida,TEKNIK INFORMATIKA,I,9,6,10,25
TES-AKD-2026-02245,yunisuarti803@outlook.com,Yuni Suartini,MANAJEMEN PROYEK,I,7,6,8,21
TES-AKD-2026-02246,irwanperma170@gmail.com,Irwan Permadi,KOMUNIKASI,I,6,9,6,21
TES-AKD-2026-02247,titipudjia464@outlook.com,Titi Pudjiastuti,ADMINISTRASI BISNIS,I,5,7,5,17
TES-AKD-2026-02248,tinarahmaw350@outlook.com,Tina Rahmawati,ADMINISTRASI BISNIS,II,7,6,9,22
TES-AKD-2026-02249,zaenabyuli36@yahoo.com,Zaenab Yuliarti,AKUNTANSI,I,7,5,7,19
TES-AKD-2026-02250,luhunghida998@gmail.com,Luhung Hidayanto,DIGITAL MARKETING DAN ANALYTICS,I,8,5,4,17
TES-AKD-2026-02251,amongsetia382@pln.co.id,Among Setiawan,TEKNIK LINGKUNGAN,I,7,3,6,16
TES-AKD-2026-02252,syahrinius122@gmail.com,Syahrini Usamah,KONVERSI ENERGI,I,8,6,8,22
TES-AKD-2026-02253,riniprastu853@outlook.com,Rini Prastuti,MANAJEMEN INVESTASI BANK,II,9,10,4,23
TES-AKD-2026-02254,kartasihom62@gmail.com,Karta Sihombing,BIG DATA DAN BUSINESS INTELLIGENCE,III,8,8,7,23
TES-AKD-2026-02255,warjihutap653@pln.co.id,Warji Hutapea,DATA SCIENCE,I,7,5,7,19
TES-AKD-2026-02256,candrakant990@pln.co.id,Candrakanta Tampubolon,ADMINISTRASI BISNIS,II,9,10,5,24
TES-AKD-2026-02257,olivaperti506@gmail.com,Oliva Pertiwi,TEKNIK BIOENERGI,I,9,5,8,22
TES-AKD-2026-02258,titinlaila269@pln.co.id,Titin Lailasari,KESELAMATAN DAN KESEHATAN KERJA,I,5,4,5,14
TES-AKD-2026-02259,prasetyawi865@outlook.com,Prasetya Widodo,MANAJEMEN KEUANGAN,I,5,7,8,20
TES-AKD-2026-02260,jelitafuji146@gmail.com,Jelita Fujiati,MANAJEMEN,II,7,4,10,21
TES-AKD-2026-02261,yulianaman612@yahoo.com,Yuliana Mandasari,MANAJEMEN BISNIS,I,9,6,7,22
TES-AKD-2026-02262,suryaprayo703@gmail.com,Surya Prayoga,KESELAMATAN DAN KESEHATAN KERJA,II,5,2,6,13
TES-AKD-2026-02263,mariadipra409@gmail.com,Mariadi Prasetya,ADMINISTRASI BISNIS,II,6,7,4,17
TES-AKD-2026-02264,muhammadma919@outlook.com,Muhammad Maryadi,DIGITAL MARKETING DAN ANALYTICS,I,6,6,5,17
TES-AKD-2026-02265,irnantowal547@gmail.com,Irnanto Waluyo,TEKNIK SIPIL,I,9,3,8,20
TES-AKD-2026-02266,candratamp456@pln.co.id,Candra Tampubolon,TEKNIK MATERIAL,I,7,7,7,21
TES-AKD-2026-02267,ellisfujia31@outlook.com,Ellis Fujiati,MANAJEMEN,III,7,7,3,17
TES-AKD-2026-02268,piawastuti105@pln.co.id,Pia Wastuti,AKUNTANSI,I,7,7,6,20
TES-AKD-2026-02269,xananawalu769@gmail.com,Xanana Waluyo,MATEMATIKA,I,9,6,7,22
TES-AKD-2026-02270,prabawasim709@outlook.com,Prabawa Simanjuntak,TEKNIK MATERIAL,I,7,7,7,21
TES-AKD-2026-02271,najamfirga61@gmail.com,Najam Firgantoro,MANAJEMEN ASET,II,6,10,7,23
TES-AKD-2026-02272,kaniprastu563@pln.co.id,Kani Prastuti,TEKNIK LISTRIK,I,7,4,8,19
TES-AKD-2026-02273,dipapratam836@outlook.com,Dipa Pratama,MANAJEMEN,II,6,9,6,21
TES-AKD-2026-02274,irmazulaik936@gmail.com,Irma Zulaika,MANAJEMEN KEUANGAN,I,9,6,6,21
TES-AKD-2026-02275,oliviahast549@gmail.com,Olivia Hastuti,ENERGI BARU TERBARUKAN,I,6,4,7,17
TES-AKD-2026-02276,bellaagust833@yahoo.com,Bella Agustina,MANAJEMEN ASET,I,6,8,7,21
TES-AKD-2026-02277,garanwidod845@gmail.com,Garan Widodo,MANAJEMEN PEMASARAN,I,5,6,9,20
TES-AKD-2026-02278,saadatadri631@pln.co.id,Saadat Adriansyah,MANAJEMEN BISNIS,I,4,6,6,16
TES-AKD-2026-02279,cemetinaba663@pln.co.id,Cemeti Nababan,ADMINISTRASI,I,7,8,5,20
TES-AKD-2026-02280,jasmanihut111@yahoo.com,Jasmani Hutapea,TEKNIK ELEKTRO,II,7,4,7,18
TES-AKD-2026-02281,ekawahyuni468@gmail.com,Eka Wahyuni,ENERGI BARU TERBARUKAN,II,6,7,7,20
TES-AKD-2026-02282,nadinenama59@pln.co.id,Nadine Namaga,MANAJEMEN,I,4,9,6,19
TES-AKD-2026-02283,windapurwa525@yahoo.com,Winda Purwanti,MANAJEMEN KEUANGAN,I,5,8,7,20
TES-AKD-2026-02284,kamilanama336@yahoo.com,Kamila Namaga,TEKNIK ELEKTRO,III,7,4,7,18
TES-AKD-2026-02285,mumpunilaz262@outlook.com,Mumpuni Lazuardi,ADMINISTRASI BISNIS,II,5,7,5,17
TES-AKD-2026-02286,dacinkurni540@outlook.com,Dacin Kurniawan,TEKNIK ELEKTRO,I,7,2,7,16
TES-AKD-2026-02287,jarwiiswah147@pln.co.id,Jarwi Iswahyudi,MATEMATIKA,I,6,6,7,19
TES-AKD-2026-02288,hanimelani724@pln.co.id,Hani Melani,MANAJEMEN ASET,III,5,7,6,18
