ID_PENDAFTARAN,NAMA REKRUTMEN,JENJANG,USIA,PRODI,JURUSAN ASAL PERGURUAN TINGGI / SEKOLAH,NEM/IPK,GELAR,JENIS KELAMIN,NAMA,AGAMA,STATUS,NO KTP,NO PONSEL,EMAIL,TAHUN LAHIR,BULAN LAHIR,TANGGAL LAHIR,TEMPAT LAHIR,KOTA KTP,ALAMAT KTP,KODE POS,TAHUN LULUS SMA,TAHUN MASUK SMA,TAHUN LULUS SMP,TAHUN MASUK SMP,TAHUN LULUS SD,TAHUN MASUK SD,ASAL SD/KOTA,ASAL SMP/KOTA,ASAL SMA/KOTA,UKURAN BAJU,UKURAN SEPATU,UKURAN CELANA,VERIFIKATOR,UMUR,STATUS NIKAH,IPK,JURUSAN,KTP,AKTA,IJAZAH,TRANSKRIP,ENGLISH SKILL
REG-2026-03095,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,27,SUPPLY CHAIN MANAGEMENT,Universitas Brawijaya,3.87,M.M.,Laki-laki,Leo Hidayanto,Kristen,Belum Kawin,8788546488637736,+62 (0303) 644-9296,leohidayan239@yahoo.com,1999,8,25,Batu,Batu,Gg. Joyoboyo No. 54,97650,2017,2014,2014,2011,2011,2005,Pematangsiantar,Kendari,Solok,S,38,37,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03096,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,KOMUNIKASI,Universitas Padjadjaran,3.23,S.E.,Perempuan,Vera Wahyuni,Islam,Belum Kawin,7686789552078757,+62-033-032-8520,verawahyun650@yahoo.com,2004,8,2,Pangkalpinang,Pangkalpinang,Jl. M.H Thamrin No. 83,68105,2022,2019,2019,2016,2016,2010,Gorontalo,Tarakan,Madiun,L,45,29,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-03097,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,22,TEKNIK ELEKTRO,Telkom University,3.31,A.Md.T.,Perempuan,Usyi Zulaika,Kristen,Belum Kawin,8073352296590074,087 748 4944,usyizulaik624@outlook.com,2004,8,26,Cirebon,Cirebon,Gang HOS. Cokroaminoto No. 2,55509,2022,2019,2019,2016,2016,2010,Padang,Serang,Balikpapan,L,40,28,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-03098,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,MANAJEMEN PEMASARAN,Universitas Padjadjaran,3.58,S.E.,Laki-laki,Dirja Haryanto,Islam,Belum Kawin,4932121909724839,+62 (0224) 196-8754,dirjaharya485@yahoo.com,2002,5,12,Langsa,Langsa,Gang Stasiun Wonokromo No. 6,22616,2020,2017,2017,2014,2014,2008,Samarinda,Palu,Semarang,S,40,40,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03099,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,24,MANAJEMEN ASET,Institut Teknologi Sepuluh Nopember,3.35,M.M.,Perempuan,Shania Nurdiyanti,Islam,Belum Kawin,6296979272944105,+62 (104) 414 8648,shanianurd311@outlook.com,2002,10,11,Tomohon,Tomohon,Gg. Dr. Djunjunan No. 2,75811,2020,2017,2017,2014,2014,2008,Magelang,Mojokerto,Probolinggo,M,41,40,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-03100,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,S1,25,TEKNIK ELEKTRO,Universitas Sumatera Utara,3.42,S.T.,Laki-laki,Luwar Wibisono,Islam,Belum Kawin,1793318067924534,+62 (069) 644-7767,luwarwibis748@pln.co.id,2001,3,5,Ambon,Ambon,Gang Ir. H. Djuanda No. 20,33144,2019,2016,2016,2013,2013,2007,Surabaya,Prabumulih,Bitung,S,41,30,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03101,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Negeri Yogyakarta,3.49,S.E.,Perempuan,Halima Uyainah,Islam,Belum Kawin,6351424829229281,+62 (0678) 465-8104,halimauyai930@yahoo.com,2002,4,10,Bogor,Bogor,Jl. Rajawali Timur No. 20,21241,2020,2017,2017,2014,2014,2008,Lubuklinggau,Batam,Tanjungbalai,M,38,27,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03102,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,TEKNIK ELEKTRO,Universitas Negeri Padang,3.86,M.M.,Perempuan,Irma Rahimah,Islam,Belum Kawin,4553725594843881,+62 (97) 685 8443,irmarahima585@outlook.com,2001,2,27,Mojokerto,Mojokerto,Gg. Cikutra Barat No. 51,94829,2019,2016,2016,2013,2013,2007,Kendari,Malang,Sungai Penuh,XXL,45,42,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-03103,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,Sastra Inggris,Universitas Brawijaya,3.56,M.M.,Perempuan,Zulaikha Nuraini,Islam,Belum Kawin,8236453715317257,+62 (497) 256 6311,zulaikhanu959@gmail.com,2001,11,26,Surakarta,Surakarta,Gg. Pasir Koja No. 7,88973,2019,2016,2016,2013,2013,2007,Sawahlunto,Samarinda,Blitar,XXXL,41,30,Rudi Haryanto,1,1,1,0,1,1,1,1,1
REG-2026-03104,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,MANAJEMEN PEMASARAN,Institut Teknologi Bandung,3.55,M.M.,Laki-laki,Artawan Waskita,Islam,Belum Kawin,0289690092812405,+62 (675) 589-0756,artawanwas477@pln.co.id,2001,7,17,Surakarta,Surakarta,Gang Waringin No. 6,43357,2019,2016,2016,2013,2013,2007,Blitar,Kota Administrasi Jakarta Selatan,Banjarbaru,XXXL,39,27,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-03105,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,28,ADMINISTRASI BISNIS,Universitas Tadulako,3.85,M.M.,Perempuan,Kania Hassanah,Hindu,Belum Kawin,8784807252884139,+62 (070) 288 6908,kaniahassa124@outlook.com,1998,7,17,Sorong,Sorong,Gang Soekarno Hatta No. 39,69255,2016,2013,2013,2010,2010,2004,Makassar,Palangkaraya,Tomohon,L,44,39,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-03106,REKRUTMEN PLN GROUP DIRECT SHOPPING,S1,23,SAFETY ENGINEERING,Institut Teknologi Bandung,2.22,S.T.,Perempuan,Maria Riyanti,Islam,Belum Kawin,6596550578726337,+62 (0177) 528 4843,mariariyan525@yahoo.com,2003,6,2,Surabaya,Surabaya,Jl. Cikutra Timur No. 05,15133,2021,2018,2018,2015,2015,2009,Binjai,Kota Administrasi Jakarta Pusat,Kota Administrasi Jakarta Timur,M,38,30,Budi Santoso,1,1,0,1,1,1,1,1,1
REG-2026-03107,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK GEODESI,Universitas Sebelas Maret,3.86,S.T.,Laki-laki,Wage Samosir,Islam,Belum Kawin,8309769308843955,0836525363,wagesamosi517@gmail.com,2003,9,17,Bandung,Bandung,Gg. Jend. A. Yani No. 0,67385,2021,2018,2018,2015,2015,2009,Manado,Semarang,Batam,XXL,38,39,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-03108,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,TEKNIK BIOENERGI,Telkom University,3.33,M.M.,Laki-laki,Murti Latupono,Islam,Kawin,2104264261245396,(051) 113-5583,murtilatup661@outlook.com,2000,8,21,Sorong,Sorong,Jalan Ahmad Yani No. 86,40307,2018,2015,2015,2012,2012,2006,Tual,Lubuklinggau,Kupang,M,45,38,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03109,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,35,SUPPLY CHAIN MANAGEMENT,Universitas Negeri Yogyakarta,3.03,M.M.,Laki-laki,Radit Megantara,Islam,Belum Kawin,1865044019517552,+62 (013) 079 3388,raditmegan946@outlook.com,1991,2,10,Yogyakarta,Yogyakarta,Jalan Joyoboyo No. 156,70677,2009,2006,2006,2003,2003,1997,Bekasi,Batam,Bukittinggi,XXL,41,42,Budi Santoso,0,1,1,1,1,1,1,1,1
REG-2026-03110,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK LINGKUNGAN,Universitas Pendidikan Indonesia,3.07,S.T.,Laki-laki,Martani Simbolon,Islam,Belum Kawin,3673929939026960,+62-086-555-1175,martanisim192@yahoo.com,2003,6,2,Pekanbaru,Pekanbaru,Jl. Bangka Raya No. 1,66543,2021,2018,2018,2015,2015,2009,Padangpanjang,Pangkalpinang,Solok,M,38,29,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-03111,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,ADMINISTRASI BISNIS,Universitas Airlangga,3.86,S.E.,Perempuan,Zalindra Hassanah,Islam,Belum Kawin,5591828685732060,+62 (084) 275-9488,zalindraha175@outlook.com,2003,10,3,Jambi,Jambi,Jalan Laswi No. 622,05951,2021,2018,2018,2015,2015,2009,Tanjungpinang,Tasikmalaya,Sibolga,S,42,33,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03112,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK BIOENERGI,Institut Teknologi Sepuluh Nopember,3.45,S.T.,Laki-laki,Martana Gunarto,Katolik,Belum Kawin,4866051718936859,+62-0017-711-2443,martanagun273@yahoo.com,2003,1,13,Bogor,Bogor,Gg. Laswi No. 042,43077,2021,2018,2018,2015,2015,2009,Depok,Yogyakarta,Bengkulu,XL,43,32,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-03113,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,22,KONVERSI ENERGI,Universitas Hasanuddin,3.56,S.E.,Laki-laki,Gangsa Santoso,Islam,Belum Kawin,2253951491739544,(0818) 823 4229,gangsasant708@gmail.com,2004,1,11,Balikpapan,Balikpapan,Gg. R.E Martadinata No. 3,90217,2022,2019,2019,2016,2016,2010,Metro,Prabumulih,Serang,M,43,30,Maya Kusuma,1,1,1,1,1,1,1,1,1
REG-2026-03114,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,MANAJEMEN PROYEK,Universitas Muhammadiyah Yogyakarta,3.7,S.E.,Perempuan,Yuni Anggraini,Kristen,Belum Kawin,2648937070362035,+62 (0290) 204 6457,yunianggra359@yahoo.com,2003,6,25,Tomohon,Tomohon,Gg. Rumah Sakit No. 23,64819,2021,2018,2018,2015,2015,2009,Sukabumi,Ternate,Salatiga,XXL,40,37,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-03115,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,TEKNIK MESIN,Universitas Indonesia,3.53,A.Md.T.,Perempuan,Paris Laksita,Islam,Belum Kawin,6704830007518617,+62 (077) 500 0792,parislaksi568@gmail.com,2002,4,24,Tidore Kepulauan,Tidore Kepulauan,Gang Cikutra Barat No. 16,58734,2020,2017,2017,2014,2014,2008,Cilegon,Meulaboh,Sabang,M,36,39,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03116,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,MANAJEMEN,Universitas Airlangga,3.86,S.E.,Laki-laki,Heryanto Sinaga,Islam,Belum Kawin,7256339684662047,+62 (014) 271-3611,heryantosi426@outlook.com,2005,4,8,Balikpapan,Balikpapan,Gg. Merdeka No. 293,46502,2023,2020,2020,2017,2017,2011,Surakarta,Purwokerto,Bandar Lampung,L,42,35,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03117,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,Sastra Mesir Kuno,Institut Teknologi Sepuluh Nopember,3.22,S.E.,Perempuan,Kasiyah Wastuti,Islam,Belum Kawin,2581697521316840,+62-0690-531-7164,kasiyahwas582@pln.co.id,2002,12,16,Palembang,Palembang,Gang Stasiun Wonokromo No. 1,65384,2020,2017,2017,2014,2014,2008,Tual,Binjai,Tarakan,XXL,39,37,Lina Marlina,1,1,1,0,1,1,1,1,1
REG-2026-03118,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,MANAJEMEN BISNIS,Universitas Diponegoro,3.52,S.E.,Laki-laki,Mariadi Hakim,Islam,Belum Kawin,0781238538999009,+62 (842) 697 2618,mariadihak429@yahoo.com,2004,3,7,Batu,Batu,Gang Monginsidi No. 90,53753,2022,2019,2019,2016,2016,2010,Cirebon,Metro,Pekanbaru,XL,38,29,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03119,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,ENERGI BARU TERBARUKAN,Universitas Riau,3.35,S.E.,Perempuan,Cindy Purnawati,Islam,Belum Kawin,4460302844561440,(054) 937-9758,cindypurna126@outlook.com,2001,1,1,Jayapura,Jayapura,Jalan Kapten Muslihat No. 2,49384,2019,2016,2016,2013,2013,2007,Pagaralam,Palangkaraya,Tebingtinggi,XXL,37,35,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-03120,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,25,MANAJEMEN PROYEK,Universitas Sumatera Utara,3.15,S.E.,Laki-laki,Lembah Hardiansyah,Kristen,Belum Kawin,0128006241499571,(0227) 176-2852,lembahhard982@outlook.com,2001,2,9,Solok,Solok,Jl. Cihampelas No. 962,49526,2019,2016,2016,2013,2013,2007,Bengkulu,Cimahi,Kota Administrasi Jakarta Pusat,L,44,38,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-03121,Rekrutmen PLN Group Tingkat S2 Pro Hire,S2,28,BIG DATA DAN BUSINESS INTELLIGENCE,Universitas Diponegoro,3.86,M.M.,Laki-laki,Mujur Saefullah,Islam,Cerai Hidup,6470341260313082,(0132) 944 9420,mujursaefu338@pln.co.id,1998,3,20,Sibolga,Sibolga,Jalan Astana Anyar No. 7,99836,2016,2013,2013,2010,2010,2004,Madiun,Tanjungbalai,Ambon,M,42,36,Lina Marlina,1,1,1,1,1,1,1,1,1
REG-2026-03122,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,PROGRAM STUDI LAINNYA NON TEKNIK,Universitas Bengkulu,3.47,A.Md.T.,Laki-laki,Hendri Simanjuntak,Islam,Belum Kawin,8065749418671041,0887808776,hendrisima441@yahoo.com,2001,3,1,Serang,Serang,Gang Stasiun Wonokromo No. 712,42890,2019,2016,2016,2013,2013,2007,Subulussalam,Metro,Banjar,XL,39,28,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-03123,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,Seni Tari,Institut Teknologi Bandung,3.85,A.Md.,Perempuan,Rahayu Agustina,Islam,Belum Kawin,8374879701190497,+62 (078) 104-5382,rahayuagus886@pln.co.id,2001,1,21,Bitung,Bitung,Gg. Astana Anyar No. 474,14296,2019,2016,2016,2013,2013,2007,Tebingtinggi,Medan,Surakarta,XL,40,29,Budi Santoso,1,1,1,0,1,1,1,1,1
REG-2026-03124,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,26,MANAJEMEN RISIKO,Universitas Negeri Yogyakarta,3.08,M.M.,Laki-laki,Koko Setiawan,Islam,Kawin,4873156077673239,(0295) 280-0674,kokosetiaw256@pln.co.id,2000,4,14,Samarinda,Samarinda,Jalan Kiaracondong No. 55,48806,2018,2015,2015,2012,2012,2006,Tanjungbalai,Kota Administrasi Jakarta Timur,Kotamobagu,L,45,34,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-03125,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,S1,25,KOMUNIKASI,Universitas Brawijaya,3.9,S.E.,Perempuan,Vera Hasanah,Islam,Belum Kawin,4889589324692641,+62-23-834-5831,verahasana515@yahoo.com,2001,5,5,Tual,Tual,Jl. Antapani Lama No. 738,04703,2019,2016,2016,2013,2013,2007,Langsa,Magelang,Bau-Bau,L,36,39,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-03126,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,TEKNIK MESIN,Universitas Airlangga,3.23,S.T.,Laki-laki,Galiono Napitupulu,Hindu,Belum Kawin,9353401231438977,+62-55-187-8172,galiononap47@yahoo.com,2003,6,15,Parepare,Parepare,Gg. Ahmad Dahlan No. 110,40594,2021,2018,2018,2015,2015,2009,Pematangsiantar,Pariaman,Pematangsiantar,XXXL,44,38,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03127,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,24,DATA SCIENCE,Universitas Sumatera Utara,3.81,M.M.,Perempuan,Ghaliyati Rahimah,Katolik,Kawin,6646620922019809,(0366) 349 7819,ghaliyatir487@yahoo.com,2002,7,12,Kota Administrasi Jakarta Pusat,Kota Administrasi Jakarta Pusat,Gang Ir. H. Djuanda No. 70,42965,2020,2017,2017,2014,2014,2008,Tomohon,Banda Aceh,Banda Aceh,S,37,31,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-03128,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,AKUNTANSI,IPB University,3.56,M.M.,Perempuan,Keisha Mandasari,Islam,Kawin,7220056177912618,+62 (00) 082 0457,keishamand549@gmail.com,2000,10,28,Manado,Manado,Jalan Joyoboyo No. 357,42204,2018,2015,2015,2012,2012,2006,Bekasi,Yogyakarta,Surabaya,M,43,37,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-03129,REKRUTMEN PLN GROUP PUTRA-PUTRI ASLI MALUKU DAN NUSA TENGGARA,D3,24,TEKNIK INDUSTRI,Institut Teknologi Bandung,3.61,A.Md.T.,Laki-laki,Teguh Utama,Islam,Belum Kawin,3915199072162061,0892748356,teguhutama741@yahoo.com,2002,12,24,Tual,Tual,Gang Tubagus Ismail No. 14,24325,2020,2017,2017,2014,2014,2008,Kendari,Jayapura,Tidore Kepulauan,XL,40,33,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03130,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,23,PROGRAM STUDI LAINNYA NON TEKNIK,Universitas Pendidikan Indonesia,3.98,A.Md.T.,Laki-laki,Setya Damanik,Islam,Belum Kawin,4385500707829207,(0581) 245 4170,setyadaman193@pln.co.id,2003,1,12,Kendari,Kendari,Gang Lembong No. 93,38033,2021,2018,2018,2015,2015,2009,Sawahlunto,Jambi,Tangerang,XXL,42,36,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03131,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,24,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Brawijaya,3.85,S.E.,Perempuan,Jessica Puspita,Islam,Belum Kawin,4445715502997553,+62-0022-287-9750,jessicapus375@yahoo.com,2002,7,19,Kediri,Kediri,Gang Setiabudhi No. 2,28024,2020,2017,2017,2014,2014,2008,Palu,Solok,Tanjungpinang,M,42,37,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03132,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,24,HUKUM,Universitas Brawijaya,3.6,M.M.,Laki-laki,Prayogo Prayoga,Islam,Belum Kawin,9292755737786229,+62 (12) 128-3167,prayogopra58@yahoo.com,2002,1,20,Tegal,Tegal,Gang Dipenogoro No. 87,74794,2020,2017,2017,2014,2014,2008,Banda Aceh,Kediri,Payakumbuh,XXL,39,40,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-03133,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,TEKNIK BIOENERGI,Universitas Trisakti,3.86,M.M.,Laki-laki,Hardana Najmudin,Islam,Kawin,7313112085106120,(0504) 578 6758,hardananaj267@yahoo.com,2000,10,13,Mojokerto,Mojokerto,Gg. Rajiman No. 833,57755,2018,2015,2015,2012,2012,2006,Magelang,Tarakan,Kediri,M,45,30,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-03134,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,MANAJEMEN PROYEK,Universitas Trisakti,2.33,M.M.,Laki-laki,Jais Budiyanto,Islam,Belum Kawin,6206730649107096,+62-66-026-8326,jaisbudiya197@pln.co.id,2001,3,3,Lubuklinggau,Lubuklinggau,Jl. Merdeka No. 516,19790,2019,2016,2016,2013,2013,2007,Bandung,Balikpapan,Salatiga,L,36,34,Dewi Lestari,1,1,0,1,1,1,1,1,1
REG-2026-03135,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,26,ADMINISTRASI BISNIS,Universitas Indonesia,3.76,M.M.,Perempuan,Malika Yuniar,Islam,Belum Kawin,5562307211286127,+62 (70) 230-1831,malikayuni962@yahoo.com,2000,3,23,Kotamobagu,Kotamobagu,Jl. R.E Martadinata No. 36,76160,2018,2015,2015,2012,2012,2006,Magelang,Banjarmasin,Parepare,XL,40,35,Eko Prasetyo,1,1,1,1,1,1,1,1,1
REG-2026-03136,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,25,TEKNIK MESIN,Universitas Gadjah Mada,3.72,A.Md.T.,Laki-laki,Caraka Dongoran,Islam,Belum Kawin,2575871483401568,088 697 6995,carakadong749@outlook.com,2001,12,2,Metro,Metro,Gang Ahmad Yani No. 3,50122,2019,2016,2016,2013,2013,2007,Purwokerto,Pekalongan,Bima,L,39,31,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-03137,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,28,MANAJEMEN KEUANGAN,Institut Teknologi Sepuluh Nopember,3.88,M.M.,Laki-laki,Tugiman Maheswara,Hindu,Belum Kawin,6434647678578601,+62 (48) 780-4137,tugimanmah390@gmail.com,1998,12,17,Makassar,Makassar,Gg. Cikutra Timur No. 55,35146,2016,2013,2013,2010,2010,2004,Payakumbuh,Pematangsiantar,Batam,XXL,45,39,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-03138,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,Tata Boga,Universitas Pendidikan Indonesia,3.47,S.E.,Laki-laki,Nasrullah Prasasta,Islam,Belum Kawin,1236638593933604,(005) 110-4144,nasrullahp165@yahoo.com,2004,9,1,Meulaboh,Meulaboh,Jl. PHH. Mustofa No. 09,46516,2022,2019,2019,2016,2016,2010,Kota Administrasi Jakarta Barat,Palu,Subulussalam,XL,37,29,Andi Wijaya,1,1,1,0,1,1,1,1,1
REG-2026-03139,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,23,AKUNTANSI,Universitas Pendidikan Indonesia,3.72,S.E.,Perempuan,Gasti Namaga,Islam,Belum Kawin,7901564490929720,(0917) 248-6571,gastinamag538@outlook.com,2003,6,5,Surabaya,Surabaya,Jl. Erlangga No. 292,24038,2021,2018,2018,2015,2015,2009,Surakarta,Ambon,Padangpanjang,XXL,44,28,Fajar Kurniawan,1,1,1,1,1,1,1,1,1
REG-2026-03140,REKRUTMEN PLN GROUP TINGKAT S2 DIASPORA FRESH GRADUATE,S2,28,MANAJEMEN PROYEK,Institut Teknologi Nasional,3.5,M.M.,Laki-laki,Eko Simbolon,Islam,Kawin,8047163402743230,+62-0738-998-3102,ekosimbolo849@gmail.com,1998,5,19,Bandar Lampung,Bandar Lampung,Gang Ronggowarsito No. 6,19152,2016,2013,2013,2010,2010,2004,Surakarta,Mataram,Kediri,S,38,27,Budi Santoso,1,1,1,1,1,1,1,1,1
REG-2026-03141,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,ELEKTRONIKA DAN INSTRUMENTASI,Universitas Diponegoro,3.97,S.E.,Laki-laki,Kardi Pradipta,Islam,Belum Kawin,8457263135576799,+62-213-486-0164,kardipradi187@pln.co.id,2004,12,2,Prabumulih,Prabumulih,Gg. Ciwastra No. 255,88633,2022,2019,2019,2016,2016,2010,Kotamobagu,Balikpapan,Pangkalpinang,XXL,45,40,Dewi Lestari,1,1,1,1,1,1,1,1,1
REG-2026-03142,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,22,TEKNIK ELEKTRO,Universitas Diponegoro,3.44,S.T.,Laki-laki,Ibun Hutagalung,Islam,Belum Kawin,3807156904897077,+62-0825-692-4176,ibunhutaga439@yahoo.com,2004,7,2,Palembang,Palembang,Gang PHH. Mustofa No. 6,80716,2022,2019,2019,2016,2016,2010,Banjarmasin,Bengkulu,Bau-Bau,XL,40,31,Andi Wijaya,1,1,1,1,1,1,1,1,1
REG-2026-03143,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,S1,21,HUKUM,Universitas Riau,3.03,S.H.,Perempuan,Vicky Haryanti,Islam,Belum Kawin,1298468764984339,+62-58-830-7905,vickyharya450@yahoo.com,2005,4,11,Medan,Medan,Jl. Sukajadi No. 256,70480,2023,2020,2020,2017,2017,2011,Banda Aceh,Kota Administrasi Jakarta Utara,Jambi,L,41,28,Ratna Sari,1,1,1,1,1,1,1,1,1
REG-2026-03144,REKRUTMEN PLN GROUP TINGKAT S1/D4 DAN D3,D3,24,TEKNIK ELEKTRO,BINUS University,3.48,A.Md.T.,Laki-laki,Martaka Sirait,Islam,Kawin,5259198493391082,+62-0172-113-7012,martakasir476@outlook.com,2002,7,23,Madiun,Madiun,Gg. Bangka Raya No. 030,51873,2020,2017,2017,2014,2014,2008,Bandung,Kota Administrasi Jakarta Selatan,Denpasar,XXXL,41,36,Andi Wijaya,1,0,1,1,1,1,1,1,1
REG-2026-03145,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,25,MANAJEMEN ASET,BINUS University,3.58,M.M.,Laki-laki,Adiarja Wahyudin,Islam,Belum Kawin,2810205120037618,+62 (04) 631 4355,adiarjawah950@outlook.com,2001,11,11,Subulussalam,Subulussalam,Gang Pasteur No. 742,31537,2019,2016,2016,2013,2013,2007,Kendari,Pekalongan,Balikpapan,M,43,36,Siti Aminah,1,1,1,1,1,1,1,1,1
REG-2026-03146,REKRUTMEN PLN GROUP TINGKAT S1 DIASPORA FRESH GRADUATE,S1,23,DATA SCIENCE,Universitas Negeri Surabaya,3.01,S.T.,Perempuan,Belinda Palastri,Islam,Kawin,8424199502412190,(026) 214-9584,belindapal223@pln.co.id,2003,4,16,Tangerang,Tangerang,Gang Cempaka No. 9,75339,2021,2018,2018,2015,2015,2009,Surabaya,Tebingtinggi,Banjarmasin,M,41,37,Dewi Lestari,1,0,1,1,1,1,1,1,1
REG-2026-03147,Rekrutmen PLN Group Tingkat S2 Fresh Graduate,S2,28,TEKNIK KIMIA,Universitas Mataram,3.85,M.M.,Laki-laki,Cemeti Mahendra,Islam,Kawin,6375670065993149,+62 (43) 397-5891,cemetimahe440@outlook.com,1998,12,15,Pariaman,Pariaman,Jl. Cihampelas No. 1,54670,2016,2013,2013,2010,2010,2004,Salatiga,Pariaman,Mojokerto,S,36,31,Lina Marlina,1,1,1,1,1,1,1,1,1
