NO TES,EMAIL,NAMA,PRODI,Ak Jawaban Benar,Ak Jawaban Salah,Ak Jawaban Kosong,Ak Skor,En Jawaban Benar,En Jawaban Salah,En Jawaban Kosong,En Skor,TOTAL SKOR AKDING
TES-AKD-2026-01524,ulvazulaik148@pln.co.id,Ulva Zulaika,TEKNIK BIOENERGI,29,17,4,99,39,7,4,149,248
TES-AKD-2026-01525,tinaagusti311@pln.co.id,Tina Agustina,PROGRAM STUDI LAINNYA NON TEKNIK,33,16,1,116,31,16,3,108,224
TES-AKD-2026-01526,hamzahjail98@pln.co.id,Hamzah Jailani,PROGRAM STUDI LAINNYA NON TEKNIK,29,16,5,100,28,20,2,92,192
TES-AKD-2026-01527,waniprastu634@yahoo.com,Wani Prastuti,SUPPLY CHAIN MANAGEMENT,45,0,5,180,36,13,1,131,311
TES-AKD-2026-01528,faizahprat147@outlook.com,Faizah Pratiwi,SUPPLY CHAIN MANAGEMENT,25,21,4,79,26,20,4,84,163
TES-AKD-2026-01529,kawacatham437@yahoo.com,Kawaca Thamrin,TEKNIK KIMIA,42,3,5,165,22,27,1,61,226
TES-AKD-2026-01530,aisyahraha566@outlook.com,Aisyah Rahayu,MATEMATIKA,32,15,3,113,20,25,5,55,168
TES-AKD-2026-01531,cahyadigun449@gmail.com,Cahyadi Gunawan,SAFETY ENGINEERING,37,9,4,139,30,19,1,101,240
TES-AKD-2026-01532,balaprayog422@yahoo.com,Bala Prayoga,HUKUM,33,16,1,116,30,15,5,105,221
TES-AKD-2026-01533,nalarsireg448@gmail.com,Nalar Siregar,BIG DATA DAN BUSINESS INTELLIGENCE,33,15,2,117,48,0,2,192,309
TES-AKD-2026-01534,emplukuwai854@outlook.com,Empluk Uwais,SAFETY ENGINEERING,31,16,3,108,29,20,1,96,204
TES-AKD-2026-01535,pangestuzu643@gmail.com,Pangestu Zulkarnain,ENERGI BARU TERBARUKAN,18,29,3,43,24,24,2,72,115
TES-AKD-2026-01536,ilyasmarya448@gmail.com,Ilyas Maryadi,TEKNIK INFORMATIKA,42,5,3,163,23,23,4,69,232
TES-AKD-2026-01537,zaenabpadm604@pln.co.id,Zaenab Padmasari,TEKNIK BIOENERGI,29,17,4,99,32,13,5,115,214
TES-AKD-2026-01538,usmannugro873@yahoo.com,Usman Nugroho,MANAJEMEN RISIKO,28,19,3,93,17,28,5,40,133
TES-AKD-2026-01539,zeldawijay75@pln.co.id,Zelda Wijayanti,TEKNIK INFORMATIKA,30,18,2,102,43,2,5,170,272
TES-AKD-2026-01540,nilamlaksi231@outlook.com,Nilam Laksita,TEKNIK SIPIL,33,12,5,120,22,23,5,65,185
TES-AKD-2026-01541,kajensamos735@outlook.com,Kajen Samosir,TEKNIK INFORMATIKA,41,5,4,159,18,28,4,44,203
TES-AKD-2026-01542,keishasudi284@outlook.com,Keisha Sudiati,TEKNIK KIMIA,42,7,1,161,29,21,0,95,256
TES-AKD-2026-01543,tantriyuli962@pln.co.id,Tantri Yulianti,KONVERSI ENERGI,32,18,0,110,42,8,0,160,270
TES-AKD-2026-01544,laswimanda845@gmail.com,Laswi Mandala,AKUNTANSI,24,24,2,72,21,29,0,55,127
TES-AKD-2026-01545,gilangnarp948@yahoo.com,Gilang Narpati,PROGRAM STUDI LAINNYA TEKNIK,44,1,5,175,32,17,1,111,286
TES-AKD-2026-01546,aisyahnura677@yahoo.com,Aisyah Nuraini,PROGRAM STUDI LAINNYA NON TEKNIK,41,9,0,155,23,22,5,70,225
TES-AKD-2026-01547,ivansantos985@outlook.com,Ivan Santoso,MANAJEMEN PROYEK,31,19,0,105,26,21,3,83,188
TES-AKD-2026-01548,queenandri115@pln.co.id,Queen Andriani,MANAJEMEN KEUANGAN,28,19,3,93,32,13,5,115,208
TES-AKD-2026-01549,ratihpurwa109@pln.co.id,Ratih Purwanti,ELEKTRONIKA DAN INSTRUMENTASI,27,22,1,86,34,12,4,124,210
TES-AKD-2026-01550,gentapuspi767@yahoo.com,Genta Puspita,TEKNIK LISTRIK,32,15,3,113,28,21,1,91,204
TES-AKD-2026-01551,bahuraksap591@pln.co.id,Bahuraksa Prasetya,TEKNIK INFORMATIKA,35,11,4,129,33,13,4,119,248
TES-AKD-2026-01552,rikanovita461@pln.co.id,Rika Novitasari,TEKNIK SIPIL,41,7,2,157,34,14,2,122,279
TES-AKD-2026-01553,uchitausad444@gmail.com,Uchita Usada,KOMUNIKASI,18,32,0,40,33,15,2,117,157
TES-AKD-2026-01554,carlaprast815@gmail.com,Carla Prastuti,TEKNIK INFORMATIKA,32,16,2,112,42,8,0,160,272
TES-AKD-2026-01555,dianyoland729@gmail.com,Dian Yolanda,TEKNIK INFORMATIKA,48,1,1,191,22,27,1,61,252
TES-AKD-2026-01556,dimazhutap957@pln.co.id,Dimaz Hutapea,HUKUM,21,29,0,55,19,28,3,48,103
TES-AKD-2026-01557,harjayahab189@pln.co.id,Harjaya Habibi,ADMINISTRASI,40,7,3,153,25,23,2,77,230
TES-AKD-2026-01558,yunitaprat743@pln.co.id,Yunita Pratiwi,PROGRAM STUDI LAINNYA TEKNIK,28,17,5,95,27,18,5,90,185
TES-AKD-2026-01559,kajenprase868@gmail.com,Kajen Prasetya,ADMINISTRASI BISNIS,27,22,1,86,21,27,2,57,143
TES-AKD-2026-01560,kambalisit843@gmail.com,Kambali Sitompul,ADMINISTRASI BISNIS,36,9,5,135,28,22,0,90,225
TES-AKD-2026-01561,gaimanmarb685@gmail.com,Gaiman Marbun,TEKNIK LISTRIK,37,10,3,138,21,26,3,58,196
TES-AKD-2026-01562,narjianggr428@gmail.com,Narji Anggriawan,ADMINISTRASI BISNIS,37,12,1,136,34,12,4,124,260
TES-AKD-2026-01563,rainamarya55@outlook.com,Raina Maryati,TEKNIK MESIN,35,10,5,130,18,28,4,44,174
TES-AKD-2026-01564,atmairawan319@outlook.com,Atma Irawan,TEKNIK INFORMATIKA,36,10,4,134,29,19,2,97,231
TES-AKD-2026-01565,nadiazulai286@pln.co.id,Nadia Zulaika,AKUNTANSI,35,14,1,126,27,21,2,87,213
TES-AKD-2026-01566,wisnugunar964@gmail.com,Wisnu Gunarto,HUKUM,24,25,1,71,30,19,1,101,172
TES-AKD-2026-01567,ameliasuar555@pln.co.id,Amelia Suartini,TEKNIK ELEKTRO,31,19,0,105,30,15,5,105,210
TES-AKD-2026-01568,farhunnisa534@yahoo.com,Farhunnisa Mayasari,TEKNIK MESIN,20,29,1,51,29,17,4,99,150
TES-AKD-2026-01569,candrakant503@outlook.com,Candrakanta Kuswoyo,SUPPLY CHAIN MANAGEMENT,30,15,5,105,33,16,1,116,221
TES-AKD-2026-01570,lidyautami655@gmail.com,Lidya Utami,TEKNIK PERTAMBANGAN,36,9,5,135,26,20,4,84,219
TES-AKD-2026-01571,restukusma347@outlook.com,Restu Kusmawati,MANAJEMEN PROYEK,33,17,0,115,35,14,1,126,241
TES-AKD-2026-01572,rahmioktav812@yahoo.com,Rahmi Oktaviani,ADMINISTRASI BISNIS,29,17,4,99,34,11,5,125,224
TES-AKD-2026-01573,taswirzulk633@gmail.com,Taswir Zulkarnain,TEKNIK BIOENERGI,30,16,4,104,38,11,1,141,245
TES-AKD-2026-01574,rinapalast92@outlook.com,Rina Palastri,TEKNIK KIMIA,38,10,2,142,38,11,1,141,283
TES-AKD-2026-01575,elmawahyun572@pln.co.id,Elma Wahyuni,MANAJEMEN,38,8,4,144,27,23,0,85,229
TES-AKD-2026-01576,rinirahmaw552@outlook.com,Rini Rahmawati,TEKNIK GEODESI,38,9,3,143,37,11,2,137,280
TES-AKD-2026-01577,warsitasar931@pln.co.id,Warsita Saragih,MATEMATIKA,37,8,5,140,28,20,2,92,232
TES-AKD-2026-01578,wisnuprano881@yahoo.com,Wisnu Pranowo,MANAJEMEN ASET,23,23,4,69,34,15,1,121,190
TES-AKD-2026-01579,samsulmarb296@yahoo.com,Samsul Marbun,TEKNIK MESIN,21,29,0,55,25,21,4,79,134
TES-AKD-2026-01580,ajimanwahy734@yahoo.com,Ajiman Wahyudin,MATEMATIKA,37,10,3,138,32,18,0,110,248
TES-AKD-2026-01581,ciaobellas671@pln.co.id,Ciaobella Suartini,TEKNIK GEOLOGI,25,23,2,77,27,23,0,85,162
TES-AKD-2026-01582,jelitauyai994@outlook.com,Jelita Uyainah,HUKUM,41,6,3,158,46,0,4,184,342
TES-AKD-2026-01583,udamustofa217@pln.co.id,Uda Mustofa,MANAJEMEN BISNIS,30,20,0,100,28,17,5,95,195
TES-AKD-2026-01584,hartanapra543@pln.co.id,Hartana Pranowo,MANAJEMEN,32,14,4,114,23,24,3,68,182
TES-AKD-2026-01585,lanangsitu26@yahoo.com,Lanang Situmorang,TEKNIK LINGKUNGAN,34,15,1,121,21,26,3,58,179
TES-AKD-2026-01586,adikajanua342@pln.co.id,Adika Januar,PROGRAM STUDI LAINNYA TEKNIK,32,13,5,115,15,35,0,25,140
TES-AKD-2026-01587,keziasudia911@gmail.com,Kezia Sudiati,MANAJEMEN RISIKO,17,30,3,38,31,16,3,108,146
TES-AKD-2026-01588,putipermat566@pln.co.id,Puti Permata,MANAJEMEN,29,17,4,99,21,25,4,59,158
TES-AKD-2026-01589,salsabilaw133@outlook.com,Salsabila Wulandari,TEKNIK LISTRIK,31,19,0,105,29,17,4,99,204
TES-AKD-2026-01590,ajengpurwa637@outlook.com,Ajeng Purwanti,TEKNIK INDUSTRI,35,13,2,127,29,18,3,98,225
TES-AKD-2026-01591,kamilaraha611@pln.co.id,Kamila Rahayu,MANAJEMEN KEUANGAN,28,22,0,90,33,12,5,120,210
TES-AKD-2026-01592,darmansala442@yahoo.com,Darman Salahudin,ELEKTRONIKA DAN INSTRUMENTASI,35,13,2,127,17,32,1,36,163
TES-AKD-2026-01593,asmunitamb364@gmail.com,Asmuni Tamba,ENERGI BARU TERBARUKAN,43,5,2,167,31,14,5,110,277
TES-AKD-2026-01594,lurhuruwai873@gmail.com,Lurhur Uwais,MANAJEMEN INVESTASI BANK,25,20,5,80,33,15,2,117,197
TES-AKD-2026-01595,prabumahes541@yahoo.com,Prabu Maheswara,TEKNIK MESIN,26,23,1,81,29,18,3,98,179
TES-AKD-2026-01596,hanazulaik267@gmail.com,Hana Zulaika,PROGRAM STUDI LAINNYA TEKNIK,46,1,3,183,25,20,5,80,263
TES-AKD-2026-01597,windapudji104@outlook.com,Winda Pudjiastuti,TEKNIK MESIN,30,16,4,104,31,18,1,106,210
TES-AKD-2026-01598,yancekuswa715@outlook.com,Yance Kuswandari,SAFETY ENGINEERING,34,14,2,122,29,16,5,100,222
TES-AKD-2026-01599,ciciharyan153@gmail.com,Cici Haryanti,MANAJEMEN KEUANGAN,34,15,1,121,21,26,3,58,179
TES-AKD-2026-01600,siskayolan486@yahoo.com,Siska Yolanda,MANAJEMEN,27,19,4,89,18,30,2,42,131
TES-AKD-2026-01601,jefriprase511@pln.co.id,Jefri Prasetya,ADMINISTRASI BISNIS,32,15,3,113,30,15,5,105,218
TES-AKD-2026-01602,cemanisima79@outlook.com,Cemani Simanjuntak,TEKNIK LINGKUNGAN,24,24,2,72,43,4,3,168,240
TES-AKD-2026-01603,marsitodam908@outlook.com,Marsito Damanik,KEUANGAN,25,24,1,76,36,14,0,130,206
TES-AKD-2026-01604,munijailan384@pln.co.id,Muni Jailani,KESELAMATAN DAN KESEHATAN KERJA,26,20,4,84,31,14,5,110,194
TES-AKD-2026-01605,kasiransir184@gmail.com,Kasiran Sirait,DIGITAL MARKETING DAN ANALYTICS,16,29,5,35,23,22,5,70,105
TES-AKD-2026-01606,radenhakim380@gmail.com,Raden Hakim,TEKNIK BIOENERGI,45,0,5,180,20,25,5,55,235
TES-AKD-2026-01607,milayuniar268@pln.co.id,Mila Yuniar,ADMINISTRASI BISNIS,22,24,4,64,22,24,4,64,128
TES-AKD-2026-01608,pandusihot888@outlook.com,Pandu Sihotang,TEKNIK BIOENERGI,29,20,1,96,23,22,5,70,166
TES-AKD-2026-01609,safinalaks892@yahoo.com,Safina Laksita,MANAJEMEN PROYEK,23,24,3,68,40,9,1,151,219
TES-AKD-2026-01610,suryahiday755@yahoo.com,Surya Hidayat,ADMINISTRASI,25,22,3,78,21,29,0,55,133
TES-AKD-2026-01611,daryaniraj431@gmail.com,Daryani Rajasa,TEKNIK SIPIL,33,13,4,119,31,15,4,109,228
TES-AKD-2026-01612,martanilat996@pln.co.id,Martani Latupono,HUKUM,24,24,2,72,32,15,3,113,185
TES-AKD-2026-01613,karimahkus605@outlook.com,Karimah Kusmawati,TEKNIK INDUSTRI,26,22,2,82,31,17,2,107,189
TES-AKD-2026-01614,opansuwarn86@pln.co.id,Opan Suwarno,HUKUM,38,10,2,142,33,16,1,116,258
TES-AKD-2026-01615,nataliapal234@yahoo.com,Natalia Palastri,TEKNIK INFORMATIKA,30,17,3,103,30,20,0,100,203
TES-AKD-2026-01616,olivapudji87@pln.co.id,Oliva Pudjiastuti,MANAJEMEN,31,17,2,107,28,21,1,91,198
TES-AKD-2026-01617,ghaliyatil416@yahoo.com,Ghaliyati Lailasari,ADMINISTRASI,32,16,2,112,29,19,2,97,209
TES-AKD-2026-01618,adikamusto969@outlook.com,Adika Mustofa,TEKNIK INFORMATIKA,29,20,1,96,21,24,5,60,156
TES-AKD-2026-01619,haniuyaina130@pln.co.id,Hani Uyainah,PROGRAM STUDI LAINNYA NON TEKNIK,45,0,5,180,24,22,4,74,254
TES-AKD-2026-01620,jumadiuwai993@yahoo.com,Jumadi Uwais,PUBLIC POLICY,33,15,2,117,35,14,1,126,243
TES-AKD-2026-01621,keziaandri829@outlook.com,Kezia Andriani,TEKNIK ELEKTRO,29,20,1,96,16,30,4,34,130
TES-AKD-2026-01622,primawahyu556@pln.co.id,Prima Wahyudin,TEKNIK GEOLOGI,38,11,1,141,27,22,1,86,227
TES-AKD-2026-01623,oktosaeful38@pln.co.id,Okto Saefullah,TEKNIK SIPIL,42,4,4,164,33,12,5,120,284
TES-AKD-2026-01624,eluhtampub15@pln.co.id,Eluh Tampubolon,TEKNIK INFORMATIKA,49,0,1,196,25,25,0,75,271
TES-AKD-2026-01625,salwapuspi300@pln.co.id,Salwa Puspita,MANAJEMEN PEMASARAN,19,30,1,46,22,28,0,60,106
TES-AKD-2026-01626,nabilayuli837@pln.co.id,Nabila Yulianti,TEKNIK LINGKUNGAN,39,10,1,146,26,20,4,84,230
TES-AKD-2026-01627,mahmuddabu783@outlook.com,Mahmud Dabukke,MANAJEMEN,23,22,5,70,35,15,0,125,195
TES-AKD-2026-01628,kanikuswan359@yahoo.com,Kani Kuswandari,MANAJEMEN BISNIS,12,38,0,10,27,18,5,90,100
TES-AKD-2026-01629,marsitouta894@pln.co.id,Marsito Utama,MANAJEMEN PROYEK,26,22,2,82,27,23,0,85,167
TES-AKD-2026-01630,dwipermadi623@gmail.com,Dwi Permadi,TEKNIK ELEKTRO,41,7,2,157,30,17,3,103,260
TES-AKD-2026-01631,bakionohut455@yahoo.com,Bakiono Hutagalung,AKUNTANSI,34,16,0,120,27,19,4,89,209
TES-AKD-2026-01632,carubtamba493@gmail.com,Carub Tamba,MANAJEMEN ASET,43,6,1,166,34,13,3,123,289
TES-AKD-2026-01633,gaduhbudim525@outlook.com,Gaduh Budiman,MANAJEMEN INVESTASI BANK,39,10,1,146,41,4,5,160,306
TES-AKD-2026-01634,prabowofir80@pln.co.id,Prabowo Firgantoro,TEKNIK KIMIA,26,24,0,80,16,30,4,34,114
TES-AKD-2026-01635,uchitawahy218@pln.co.id,Uchita Wahyuni,MANAJEMEN,37,8,5,140,43,3,4,169,309
TES-AKD-2026-01636,aslijanpra778@pln.co.id,Aslijan Prayoga,SAFETY ENGINEERING,43,7,0,165,29,20,1,96,261
TES-AKD-2026-01637,jarwadaman689@outlook.com,Jarwa Damanik,TEKNIK BIOENERGI,37,8,5,140,39,9,2,147,287
TES-AKD-2026-01638,shanianama282@outlook.com,Shania Namaga,MANAJEMEN KEUANGAN,20,28,2,52,43,6,1,166,218
TES-AKD-2026-01639,prasetyowa266@gmail.com,Prasetyo Wacana,ENERGI BARU TERBARUKAN,17,30,3,38,31,19,0,105,143
TES-AKD-2026-01640,kayunsitom173@outlook.com,Kayun Sitompul,TEKNIK SIPIL,40,6,4,154,17,30,3,38,192
TES-AKD-2026-01641,ivaniswahy985@gmail.com,Ivan Iswahyudi,TEKNIK LISTRIK,31,14,5,110,20,27,3,53,163
TES-AKD-2026-01642,kuncarafir565@yahoo.com,Kuncara Firmansyah,MANAJEMEN RISIKO,30,16,4,104,36,9,5,135,239
TES-AKD-2026-01643,anggabayad308@pln.co.id,Anggabaya Dongoran,MANAJEMEN KEUANGAN,33,17,0,115,26,21,3,83,198
TES-AKD-2026-01644,salimahkus367@outlook.com,Salimah Kuswandari,MATEMATIKA,45,5,0,175,31,14,5,110,285
TES-AKD-2026-01645,intanzulai199@pln.co.id,Intan Zulaika,PUBLIC POLICY,29,19,2,97,31,19,0,105,202
TES-AKD-2026-01646,wadimansur427@pln.co.id,Wadi Mansur,ADMINISTRASI BISNIS,30,16,4,104,33,16,1,116,220
TES-AKD-2026-01647,haniwastut978@yahoo.com,Hani Wastuti,TEKNIK ELEKTRO,31,15,4,109,15,31,4,29,138
TES-AKD-2026-01648,arishalim398@yahoo.com,Aris Halim,MANAJEMEN PROYEK,27,21,2,87,33,13,4,119,206
TES-AKD-2026-01649,jokonashir724@gmail.com,Joko Nashiruddin,KOMUNIKASI,27,21,2,87,34,11,5,125,212
TES-AKD-2026-01650,ihsandabuk401@gmail.com,Ihsan Dabukke,TEKNIK PERTAMBANGAN,36,9,5,135,36,12,2,132,267
TES-AKD-2026-01651,nadinemuly352@gmail.com,Nadine Mulyani,PSIKOLOGI,22,26,2,62,29,20,1,96,158
TES-AKD-2026-01652,nadialesta767@pln.co.id,Nadia Lestari,TEKNIK GEOLOGI,36,10,4,134,28,17,5,95,229
TES-AKD-2026-01653,saktinaing539@gmail.com,Sakti Nainggolan,KEUANGAN,25,25,0,75,31,18,1,106,181
TES-AKD-2026-01654,cahyonojai728@gmail.com,Cahyono Jailani,MANAJEMEN RISIKO,19,31,0,45,28,19,3,93,138
TES-AKD-2026-01655,oliviaokta702@outlook.com,Olivia Oktaviani,TEKNIK MESIN,28,21,1,91,28,22,0,90,181
TES-AKD-2026-01656,utamasimbo114@outlook.com,Utama Simbolon,TEKNIK MATERIAL,27,20,3,88,41,5,4,159,247
TES-AKD-2026-01657,darmantoda743@yahoo.com,Darmanto Dabukke,DATA SCIENCE,40,10,0,150,29,20,1,96,246
TES-AKD-2026-01658,harjahutas266@pln.co.id,Harja Hutasoit,ENERGI BARU TERBARUKAN,19,29,2,47,22,23,5,65,112
TES-AKD-2026-01659,galuhperma875@yahoo.com,Galuh Permadi,AKUNTANSI,34,14,2,122,20,25,5,55,177
TES-AKD-2026-01660,dinamelani613@pln.co.id,Dina Melani,TEKNIK INDUSTRI,32,18,0,110,34,15,1,121,231
TES-AKD-2026-01661,irfanlatup869@outlook.com,Irfan Latupono,AKUNTANSI,36,9,5,135,30,17,3,103,238
TES-AKD-2026-01662,anarahimah505@pln.co.id,Ana Rahimah,TEKNIK BIOENERGI,27,20,3,88,45,2,3,178,266
TES-AKD-2026-01663,harsanatar167@pln.co.id,Harsana Tarihoran,MANAJEMEN,28,18,4,94,29,17,4,99,193
TES-AKD-2026-01664,riniusamah720@pln.co.id,Rini Usamah,TEKNIK INDUSTRI,33,16,1,116,29,20,1,96,212
TES-AKD-2026-01665,kusumatari959@yahoo.com,Kusuma Tarihoran,MANAJEMEN PROYEK,21,29,0,55,28,18,4,94,149
TES-AKD-2026-01666,mulyasapto534@pln.co.id,Mulya Saptono,ADMINISTRASI BISNIS,30,20,0,100,26,19,5,85,185
TES-AKD-2026-01667,janetyulia948@yahoo.com,Janet Yulianti,SUPPLY CHAIN MANAGEMENT,19,27,4,49,34,16,0,120,169
TES-AKD-2026-01668,kaniutami614@pln.co.id,Kani Utami,MANAJEMEN,24,23,3,73,43,5,2,167,240
TES-AKD-2026-01669,shanianura161@gmail.com,Shania Nuraini,PROGRAM STUDI LAINNYA TEKNIK,44,4,2,172,36,13,1,131,303
TES-AKD-2026-01670,puspaharya780@pln.co.id,Puspa Haryanti,TEKNIK MESIN,33,17,0,115,25,22,3,78,193
TES-AKD-2026-01671,elvinprasa786@outlook.com,Elvin Prasasta,TEKNIK ELEKTRO,40,10,0,150,29,21,0,95,245
TES-AKD-2026-01672,putirahayu87@gmail.com,Puti Rahayu,MANAJEMEN PROYEK,31,15,4,109,22,28,0,60,169
TES-AKD-2026-01673,violetzula135@pln.co.id,Violet Zulaika,MANAJEMEN BISNIS,26,22,2,82,35,12,3,128,210
TES-AKD-2026-01674,fitrianizu811@yahoo.com,Fitriani Zulaika,TEKNIK INDUSTRI,26,21,3,83,45,0,5,180,263
TES-AKD-2026-01675,jefrigunar797@pln.co.id,Jefri Gunarto,DATA SCIENCE,23,23,4,69,38,12,0,140,209
TES-AKD-2026-01676,yancesuart280@gmail.com,Yance Suartini,TEKNIK GEODESI,47,0,3,188,42,5,3,163,351
TES-AKD-2026-01677,victoriawu716@gmail.com,Victoria Wulandari,MANAJEMEN RISIKO,20,28,2,52,42,8,0,160,212
TES-AKD-2026-01678,gambirasap965@pln.co.id,Gambira Saputra,BIG DATA DAN BUSINESS INTELLIGENCE,25,22,3,78,13,35,2,17,95
TES-AKD-2026-01679,cemplunkta262@pln.co.id,Cemplunk Tarihoran,MANAJEMEN PEMASARAN,32,17,1,111,31,15,4,109,220
TES-AKD-2026-01680,gaduhmusto481@gmail.com,Gaduh Mustofa,ADMINISTRASI BISNIS,36,14,0,130,23,24,3,68,198
TES-AKD-2026-01681,ibrahimpra664@pln.co.id,Ibrahim Prasetyo,TEKNIK INFORMATIKA,30,18,2,102,41,4,5,160,262
TES-AKD-2026-01682,kawacasiho981@yahoo.com,Kawaca Sihotang,TEKNIK PERTAMBANGAN,42,3,5,165,28,21,1,91,256
TES-AKD-2026-01683,dariminpra511@outlook.com,Darimin Prakasa,MANAJEMEN PROYEK,32,17,1,111,28,21,1,91,202
TES-AKD-2026-01684,oktodamani534@yahoo.com,Okto Damanik,MANAJEMEN INVESTASI BANK,39,8,3,148,23,22,5,70,218
TES-AKD-2026-01685,humairarah221@outlook.com,Humaira Rahmawati,TEKNIK LISTRIK,39,9,2,147,37,12,1,136,283
TES-AKD-2026-01686,karenwidia950@outlook.com,Karen Widiastuti,KOMUNIKASI,40,7,3,153,26,20,4,84,237
TES-AKD-2026-01687,tiarakusma175@gmail.com,Tiara Kusmawati,PSIKOLOGI,10,35,5,5,35,14,1,126,131
TES-AKD-2026-01688,irnantomeg761@pln.co.id,Irnanto Megantara,MANAJEMEN BISNIS,28,22,0,90,34,11,5,125,215
TES-AKD-2026-01689,raisamardh892@yahoo.com,Raisa Mardhiyah,TEKNIK ELEKTRO,27,20,3,88,24,21,5,75,163
TES-AKD-2026-01690,martanazul674@gmail.com,Martana Zulkarnain,TEKNIK SIPIL,36,11,3,133,28,21,1,91,224
TES-AKD-2026-01691,harjakusum28@outlook.com,Harja Kusumo,TEKNIK GEODESI,38,10,2,142,26,24,0,80,222
TES-AKD-2026-01692,jailhalim43@gmail.com,Jail Halim,TEKNIK MATERIAL,37,9,4,139,21,26,3,58,197
TES-AKD-2026-01693,michellesu988@yahoo.com,Michelle Suartini,MANAJEMEN PEMASARAN,41,5,4,159,43,7,0,165,324
TES-AKD-2026-01694,dimazkuswo426@yahoo.com,Dimaz Kuswoyo,TEKNIK SIPIL,41,9,0,155,39,8,3,148,303
TES-AKD-2026-01695,kamarialai274@gmail.com,Kamaria Lailasari,HUKUM,37,8,5,140,23,26,1,66,206
TES-AKD-2026-01696,ratihlaila307@pln.co.id,Ratih Lailasari,BIG DATA DAN BUSINESS INTELLIGENCE,39,8,3,148,41,5,4,159,307
TES-AKD-2026-01697,usyiprastu464@gmail.com,Usyi Prastuti,ENERGI BARU TERBARUKAN,23,22,5,70,33,14,3,118,188
TES-AKD-2026-01698,sadinamard141@gmail.com,Sadina Mardhiyah,TEKNIK ELEKTRO,48,0,2,192,43,7,0,165,357
TES-AKD-2026-01699,rainaperma149@yahoo.com,Raina Permata,MANAJEMEN PEMASARAN,27,20,3,88,27,23,0,85,173
TES-AKD-2026-01700,umarjailan201@pln.co.id,Umar Jailani,KOMUNIKASI,31,19,0,105,26,20,4,84,189
TES-AKD-2026-01701,saktigunar858@yahoo.com,Sakti Gunarto,MANAJEMEN KEUANGAN,31,15,4,109,31,17,2,107,216
TES-AKD-2026-01702,irianausad269@gmail.com,Iriana Usada,MANAJEMEN KEUANGAN,26,22,2,82,27,22,1,86,168
TES-AKD-2026-01703,gadingpras744@yahoo.com,Gading Prasetyo,TEKNIK GEOLOGI,44,3,3,173,26,22,2,82,255
TES-AKD-2026-01704,keziausada917@yahoo.com,Kezia Usada,ENERGI BARU TERBARUKAN,20,26,4,54,39,7,4,149,203
TES-AKD-2026-01705,kamariapad556@outlook.com,Kamaria Padmasari,PUBLIC POLICY,32,13,5,115,29,21,0,95,210
TES-AKD-2026-01706,kasiyahpur240@yahoo.com,Kasiyah Purnawati,TEKNIK LINGKUNGAN,39,6,5,150,23,27,0,65,215
TES-AKD-2026-01707,artawanwah541@yahoo.com,Artawan Wahyudin,TEKNIK GEODESI,38,7,5,145,17,31,2,37,182
TES-AKD-2026-01708,niyagawibi161@outlook.com,Niyaga Wibisono,TEKNIK SIPIL,30,17,3,103,24,26,0,70,173
TES-AKD-2026-01709,karmaprada197@pln.co.id,Karma Pradana,TEKNIK LINGKUNGAN,34,16,0,120,32,13,5,115,235
TES-AKD-2026-01710,hamimapadm64@outlook.com,Hamima Padmasari,TEKNIK LISTRIK,35,11,4,129,44,4,2,172,301
TES-AKD-2026-01711,ivansamosi700@gmail.com,Ivan Samosir,MANAJEMEN,34,12,4,124,21,27,2,57,181
TES-AKD-2026-01712,devilestar671@yahoo.com,Devi Lestari,MATEMATIKA,24,25,1,71,30,15,5,105,176
TES-AKD-2026-01713,elvinaraha555@outlook.com,Elvina Rahayu,MANAJEMEN,27,18,5,90,34,12,4,124,214
TES-AKD-2026-01714,jumaditamb426@pln.co.id,Jumadi Tamba,PUBLIC POLICY,46,0,4,184,44,1,5,175,359
TES-AKD-2026-01715,lukitanaba809@yahoo.com,Lukita Nababan,TEKNIK MESIN,47,0,3,188,23,24,3,68,256
TES-AKD-2026-01716,makaraprak861@gmail.com,Makara Prakasa,TEKNIK BIOENERGI,42,6,2,162,22,25,3,63,225
TES-AKD-2026-01717,chelsearah319@outlook.com,Chelsea Rahimah,PUBLIC POLICY,35,15,0,125,28,20,2,92,217
TES-AKD-2026-01718,hanapratiw376@outlook.com,Hana Pratiwi,BIG DATA DAN BUSINESS INTELLIGENCE,34,16,0,120,31,17,2,107,227
TES-AKD-2026-01719,dianpadmas909@yahoo.com,Dian Padmasari,TEKNIK SIPIL,36,13,1,131,21,29,0,55,186
TES-AKD-2026-01720,garanwinar665@yahoo.com,Garan Winarno,ADMINISTRASI BISNIS,34,15,1,121,27,18,5,90,211
TES-AKD-2026-01721,wadithamri633@pln.co.id,Wadi Thamrin,MANAJEMEN BISNIS,27,19,4,89,27,20,3,88,177
TES-AKD-2026-01722,kurniaprat929@yahoo.com,Kurnia Pratama,DATA SCIENCE,33,14,3,118,24,26,0,70,188
TES-AKD-2026-01723,suryakuswo352@yahoo.com,Surya Kuswoyo,ADMINISTRASI,14,34,2,22,30,19,1,101,123
TES-AKD-2026-01724,lailauyain553@pln.co.id,Laila Uyainah,MANAJEMEN BISNIS,32,13,5,115,24,26,0,70,185
