NO TES,EMAIL,NAMA,PRODI,SKOR,REKOMENDASI,HASIL
TES-AKD-2026-03014,capatamba325@gmail.com,Capa Tamba,MANAJEMEN,21,DISARANKAN,LOLOS
TES-AKD-2026-03018,amalianura323@yahoo.com,Amalia Nuraini,MANAJEMEN BISNIS,29,DISARANKAN,LOLOS
TES-AKD-2026-03020,ifamulyani640@gmail.com,Ifa Mulyani,TEKNIK SIPIL,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03021,vanesawahy268@pln.co.id,Vanesa Wahyuni,DATA SCIENCE,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03026,ciaobellas723@outlook.com,Ciaobella Sudiati,TEKNIK INDUSTRI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03028,artantofir203@outlook.com,Artanto Firmansyah,MANAJEMEN KEUANGAN,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03031,sitihartat221@gmail.com,Siti Hartati,TEKNIK GEODESI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03032,muninapitu958@outlook.com,Muni Napitupulu,SAFETY ENGINEERING,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03038,cengkirhut867@yahoo.com,Cengkir Hutagalung,TEKNIK MATERIAL,21,DISARANKAN,LOLOS
TES-AKD-2026-03044,hartakapan397@yahoo.com,Hartaka Pangestu,KONVERSI ENERGI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03047,mustofapra822@pln.co.id,Mustofa Prasetyo,TEKNIK GEOLOGI,22,DISARANKAN,LOLOS
TES-AKD-2026-03049,amongperma554@yahoo.com,Among Permadi,ADMINISTRASI BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03052,nasrullahp903@gmail.com,Nasrullah Prasetyo,BIG DATA DAN BUSINESS INTELLIGENCE,29,DISARANKAN,LOLOS
TES-AKD-2026-03053,ameliamard382@pln.co.id,Amelia Mardhiyah,TEKNIK SIPIL,21,DISARANKAN,LOLOS
TES-AKD-2026-03057,radikawibi36@yahoo.com,Radika Wibisono,TEKNIK SIPIL,27,DISARANKAN,LOLOS
TES-AKD-2026-03063,taliamulya931@outlook.com,Talia Mulyani,HUKUM,23,DISARANKAN,LOLOS
TES-AKD-2026-03069,kairavsimb696@gmail.com,Kairav Simbolon,MATEMATIKA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03070,opanpanges651@yahoo.com,Opan Pangestu,TEKNIK BIOENERGI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03077,tiaraharya923@yahoo.com,Tiara Haryanti,HUKUM,22,DISARANKAN,LOLOS
TES-AKD-2026-03082,nataliaper693@yahoo.com,Natalia Permata,TEKNIK MATERIAL,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03085,cintayulia187@yahoo.com,Cinta Yuliarti,MANAJEMEN KEUANGAN,21,DISARANKAN,LOLOS
TES-AKD-2026-03088,sabrisamos56@gmail.com,Sabri Samosir,TEKNIK INDUSTRI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03091,qorimaryat755@yahoo.com,Qori Maryati,TEKNIK GEODESI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03094,usyiwuland986@outlook.com,Usyi Wulandari,PUBLIC POLICY,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03120,ajimatsala412@pln.co.id,Ajimat Salahudin,KONVERSI ENERGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03124,rininurain898@yahoo.com,Rini Nuraini,MANAJEMEN KEUANGAN,21,DISARANKAN,LOLOS
TES-AKD-2026-03125,amongpraka596@yahoo.com,Among Prakasa,KONVERSI ENERGI,28,DISARANKAN,LOLOS
TES-AKD-2026-03126,cagerfirma589@gmail.com,Cager Firmansyah,HUKUM,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03128,humairahas573@pln.co.id,Humaira Hastuti,SUPPLY CHAIN MANAGEMENT,22,DISARANKAN,LOLOS
TES-AKD-2026-03131,fitriarahm929@yahoo.com,Fitria Rahmawati,TEKNIK GEOLOGI,29,DISARANKAN,LOLOS
TES-AKD-2026-03132,kartikarah728@yahoo.com,Kartika Rahayu,DATA SCIENCE,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03135,febinurdiy793@gmail.com,Febi Nurdiyanti,TEKNIK BIOENERGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03146,entengsito268@yahoo.com,Enteng Sitorus,DIGITAL MARKETING DAN ANALYTICS,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03157,edisihotan943@gmail.com,Edi Sihotang,ENERGI BARU TERBARUKAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03160,zelayausad322@outlook.com,Zelaya Usada,TEKNIK SIPIL,22,DISARANKAN,LOLOS
TES-AKD-2026-03181,suryanaing445@outlook.com,Surya Nainggolan,SUPPLY CHAIN MANAGEMENT,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03185,drajatnugr940@yahoo.com,Drajat Nugroho,KONVERSI ENERGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03186,tarisuarti138@gmail.com,Tari Suartini,SUPPLY CHAIN MANAGEMENT,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03192,satyadaman810@pln.co.id,Satya Damanik,MANAJEMEN PEMASARAN,22,DISARANKAN,LOLOS
TES-AKD-2026-03204,marasjanua240@yahoo.com,Maras Januar,ADMINISTRASI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03205,solehhabib193@yahoo.com,Soleh Habibi,MANAJEMEN KEUANGAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03208,ghaliyatim222@gmail.com,Ghaliyati Mardhiyah,KOMUNIKASI,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03210,parditarih620@gmail.com,Pardi Tarihoran,KOMUNIKASI,30,DISARANKAN,LOLOS
TES-AKD-2026-03214,kalahardia569@outlook.com,Kala Hardiansyah,HUKUM,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03217,paramitala247@gmail.com,Paramita Laksita,HUKUM,24,DISARANKAN,LOLOS
TES-AKD-2026-03220,rendyprase435@yahoo.com,Rendy Prasetya,ADMINISTRASI,21,DISARANKAN,LOLOS
TES-AKD-2026-03222,ratnausada802@gmail.com,Ratna Usada,KONVERSI ENERGI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03228,cakrajiyab383@pln.co.id,Cakrajiya Budiyanto,TEKNIK PERTAMBANGAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03229,hafshahpus334@outlook.com,Hafshah Puspasari,BIG DATA DAN BUSINESS INTELLIGENCE,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03232,karenmayas324@pln.co.id,Karen Mayasari,TEKNIK KIMIA,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03239,almirausam998@outlook.com,Almira Usamah,BIG DATA DAN BUSINESS INTELLIGENCE,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03243,laswigunaw366@gmail.com,Laswi Gunawan,MANAJEMEN RISIKO,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03244,paramitaha345@gmail.com,Paramita Haryanti,TEKNIK INFORMATIKA,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03245,manahthamr334@gmail.com,Manah Thamrin,MANAJEMEN PEMASARAN,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03250,karenwinar698@pln.co.id,Karen Winarsih,AKUNTANSI,26,DISARANKAN,LOLOS
TES-AKD-2026-03253,dianapuspa350@outlook.com,Diana Puspasari,KOMUNIKASI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03263,prasetyahi885@pln.co.id,Prasetya Hidayanto,TEKNIK INDUSTRI,25,DISARANKAN,LOLOS
TES-AKD-2026-03267,kusumalazu876@pln.co.id,Kusuma Lazuardi,HUKUM,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03280,yanimandas681@outlook.com,Yani Mandasari,AKUNTANSI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03282,lalaaryani848@yahoo.com,Lala Aryani,MATEMATIKA,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03285,kawacaprad852@yahoo.com,Kawaca Pradipta,TEKNIK SIPIL,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03286,ikapratiwi198@gmail.com,Ika Pratiwi,KESELAMATAN DAN KESEHATAN KERJA,24,DISARANKAN,LOLOS
TES-AKD-2026-03297,agnesmulya385@gmail.com,Agnes Mulyani,ADMINISTRASI BISNIS,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03300,kembamarbu912@pln.co.id,Kemba Marbun,PROGRAM STUDI LAINNYA NON TEKNIK,22,DISARANKAN,LOLOS
TES-AKD-2026-03304,onihassana71@pln.co.id,Oni Hassanah,TEKNIK GEODESI,21,DISARANKAN,LOLOS
TES-AKD-2026-03307,ozyadrians626@outlook.com,Ozy Adriansyah,HUKUM,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03310,lurhurguna497@pln.co.id,Lurhur Gunarto,PSIKOLOGI,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03311,dagelgunaw905@yahoo.com,Dagel Gunawan,MANAJEMEN KEUANGAN,22,DISARANKAN,LOLOS
TES-AKD-2026-03323,prabowouwa997@pln.co.id,Prabowo Uwais,MANAJEMEN PEMASARAN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03327,wirdalaksm726@yahoo.com,Wirda Laksmiwati,MANAJEMEN INVESTASI BANK,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03332,irmautami664@yahoo.com,Irma Utami,SUPPLY CHAIN MANAGEMENT,24,DISARANKAN,LOLOS
TES-AKD-2026-03337,najibsiman380@pln.co.id,Najib Simanjuntak,ADMINISTRASI BISNIS,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03338,gandewasit210@outlook.com,Gandewa Sitorus,HUKUM,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03342,maidaperti308@yahoo.com,Maida Pertiwi,MANAJEMEN PEMASARAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03343,gawatihart290@gmail.com,Gawati Hartati,MATEMATIKA,21,DISARANKAN,LOLOS
TES-AKD-2026-03345,kamariawul349@gmail.com,Kamaria Wulandari,TEKNIK INDUSTRI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03348,tantriyuli613@gmail.com,Tantri Yulianti,PSIKOLOGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03350,vickynurdi901@yahoo.com,Vicky Nurdiyanti,PSIKOLOGI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03351,gentarahay260@outlook.com,Genta Rahayu,SUPPLY CHAIN MANAGEMENT,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03353,labuhhalim466@gmail.com,Labuh Halim,TEKNIK PERTAMBANGAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03354,ilsanasyid878@yahoo.com,Ilsa Nasyidah,TEKNIK BIOENERGI,21,DISARANKAN,LOLOS
TES-AKD-2026-03355,samiaharya32@gmail.com,Samiah Aryani,TEKNIK LINGKUNGAN,23,DISARANKAN,LOLOS
TES-AKD-2026-03361,elisapurna545@pln.co.id,Elisa Purnawati,ENERGI BARU TERBARUKAN,28,DISARANKAN,LOLOS
TES-AKD-2026-03362,farhunnisa593@yahoo.com,Farhunnisa Novitasari,TEKNIK GEOLOGI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03366,galurprada632@pln.co.id,Galur Pradana,MANAJEMEN KEUANGAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03373,sadinapras758@gmail.com,Sadina Prastuti,TEKNIK MATERIAL,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03401,cayadiwibi228@outlook.com,Cayadi Wibisono,TEKNIK INDUSTRI,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03402,warsitanab914@yahoo.com,Warsita Nababan,MANAJEMEN PEMASARAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03407,jasminyuli797@gmail.com,Jasmin Yulianti,TEKNIK BIOENERGI,25,DISARANKAN,LOLOS
TES-AKD-2026-03413,irmalaksmi458@outlook.com,Irma Laksmiwati,TEKNIK PERTAMBANGAN,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03416,arsipatrah559@pln.co.id,Arsipatra Haryanto,TEKNIK SIPIL,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03418,adhiarjasi711@pln.co.id,Adhiarja Sihombing,SAFETY ENGINEERING,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03420,adikawacan616@yahoo.com,Adika Wacana,SUPPLY CHAIN MANAGEMENT,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03422,zelayanura422@pln.co.id,Zelaya Nuraini,MANAJEMEN,29,DISARANKAN,LOLOS
TES-AKD-2026-03431,cecepsapto656@gmail.com,Cecep Saptono,ENERGI BARU TERBARUKAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03433,evauyainah749@yahoo.com,Eva Uyainah,TEKNIK KIMIA,30,DISARANKAN,LOLOS
TES-AKD-2026-03440,vegasinaga69@gmail.com,Vega Sinaga,BIG DATA DAN BUSINESS INTELLIGENCE,22,DISARANKAN,LOLOS
TES-AKD-2026-03445,gandewakus453@outlook.com,Gandewa Kusumo,TEKNIK BIOENERGI,22,DISARANKAN,LOLOS
TES-AKD-2026-03446,lutfanwina420@outlook.com,Lutfan Winarno,TEKNIK ELEKTRO,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03450,galihdaman101@yahoo.com,Galih Damanik,ADMINISTRASI BISNIS,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03451,nurulpudji557@outlook.com,Nurul Pudjiastuti,SAFETY ENGINEERING,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03454,gamanuwais660@outlook.com,Gaman Uwais,MANAJEMEN BISNIS,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03455,zalindrawa965@pln.co.id,Zalindra Wastuti,TEKNIK INFORMATIKA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03462,anomhidaya760@outlook.com,Anom Hidayanto,KESELAMATAN DAN KESEHATAN KERJA,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03465,anomlatupo45@outlook.com,Anom Latupono,AKUNTANSI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03469,umayaputra480@yahoo.com,Umaya Putra,DATA SCIENCE,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03478,malikmegan566@gmail.com,Malik Megantara,HUKUM,29,DISARANKAN,LOLOS
TES-AKD-2026-03481,irahasanah568@outlook.com,Ira Hasanah,TEKNIK MESIN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03484,cahyonopra722@pln.co.id,Cahyono Prakasa,ADMINISTRASI BISNIS,21,DISARANKAN,LOLOS
TES-AKD-2026-03486,nugrahaisw428@yahoo.com,Nugraha Iswahyudi,KESELAMATAN DAN KESEHATAN KERJA,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03487,hafshahuya943@outlook.com,Hafshah Uyainah,SUPPLY CHAIN MANAGEMENT,23,DISARANKAN,LOLOS
TES-AKD-2026-03488,estionosur875@outlook.com,Estiono Suryono,BIG DATA DAN BUSINESS INTELLIGENCE,22,DISARANKAN,LOLOS
TES-AKD-2026-03489,omarprakas914@yahoo.com,Omar Prakasa,KONVERSI ENERGI,24,DISARANKAN,LOLOS
TES-AKD-2026-03491,tinawinars376@outlook.com,Tina Winarsih,PROGRAM STUDI LAINNYA TEKNIK,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03503,xananasury946@outlook.com,Xanana Suryono,MANAJEMEN PROYEK,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03506,ayukusmawa489@outlook.com,Ayu Kusmawati,TEKNIK KIMIA,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03510,wanipuspit662@outlook.com,Wani Puspita,TEKNIK MESIN,22,DISARANKAN,LOLOS
TES-AKD-2026-03513,pangestuma712@pln.co.id,Pangestu Marpaung,TEKNIK GEODESI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03514,sabarhalim435@outlook.com,Sabar Halim,SAFETY ENGINEERING,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03518,nadiazulai345@outlook.com,Nadia Zulaika,MANAJEMEN ASET,25,DISARANKAN,LOLOS
TES-AKD-2026-03522,irianamuly580@pln.co.id,Iriana Mulyani,KEUANGAN,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03528,puputwidia28@gmail.com,Puput Widiastuti,MANAJEMEN PROYEK,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03535,wawansetia815@gmail.com,Wawan Setiawan,SUPPLY CHAIN MANAGEMENT,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03542,bakionodon416@gmail.com,Bakiono Dongoran,ADMINISTRASI BISNIS,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03549,dewilestar45@yahoo.com,Dewi Lestari,TEKNIK BIOENERGI,28,DISARANKAN,LOLOS
TES-AKD-2026-03558,damardongo500@outlook.com,Damar Dongoran,DATA SCIENCE,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03560,windamulya162@pln.co.id,Winda Mulyani,ADMINISTRASI BISNIS,25,DISARANKAN,LOLOS
TES-AKD-2026-03564,abyasanash238@yahoo.com,Abyasa Nashiruddin,KONVERSI ENERGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03566,ellautami984@outlook.com,Ella Utami,ENERGI BARU TERBARUKAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03567,rafimahesw311@gmail.com,Rafi Maheswara,TEKNIK MESIN,25,DISARANKAN,LOLOS
TES-AKD-2026-03571,viktorpran591@outlook.com,Viktor Pranowo,SAFETY ENGINEERING,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03577,mariawinar465@pln.co.id,Maria Winarsih,TEKNIK MESIN,22,DISARANKAN,LOLOS
TES-AKD-2026-03580,verapermat342@outlook.com,Vera Permata,TEKNIK PERTAMBANGAN,22,DISARANKAN,LOLOS
TES-AKD-2026-03592,bancarmahe940@outlook.com,Bancar Maheswara,TEKNIK INDUSTRI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03597,agnesperti575@yahoo.com,Agnes Pertiwi,ADMINISTRASI BISNIS,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03598,anastasian549@yahoo.com,Anastasia Namaga,TEKNIK INFORMATIKA,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03606,ajionomahe367@pln.co.id,Ajiono Maheswara,ENERGI BARU TERBARUKAN,22,DISARANKAN,LOLOS
TES-AKD-2026-03608,ikanuraini920@outlook.com,Ika Nuraini,BIG DATA DAN BUSINESS INTELLIGENCE,24,DISARANKAN,LOLOS
TES-AKD-2026-03610,kasiranzul416@yahoo.com,Kasiran Zulkarnain,PUBLIC POLICY,22,DISARANKAN,LOLOS
TES-AKD-2026-03611,yahyapange533@gmail.com,Yahya Pangestu,PSIKOLOGI,25,DISARANKAN,LOLOS
TES-AKD-2026-03614,galionodam409@pln.co.id,Galiono Damanik,ADMINISTRASI,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03615,anawastuti710@outlook.com,Ana Wastuti,HUKUM,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03616,nasrullahs107@gmail.com,Nasrullah Suwarno,SAFETY ENGINEERING,23,DISARANKAN,LOLOS
TES-AKD-2026-03618,adikarapan250@pln.co.id,Adikara Pangestu,AKUNTANSI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03620,wirapratam975@outlook.com,Wira Pratama,PROGRAM STUDI LAINNYA NON TEKNIK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03621,pusparahim661@gmail.com,Puspa Rahimah,MANAJEMEN INVESTASI BANK,19,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03623,prakosahar751@gmail.com,Prakosa Haryanto,ADMINISTRASI BISNIS,24,DISARANKAN,LOLOS
TES-AKD-2026-03626,drajatpras75@yahoo.com,Drajat Prasasta,MANAJEMEN PEMASARAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03635,farhunnisa653@outlook.com,Farhunnisa Uyainah,TEKNIK MESIN,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03640,putimaryat280@yahoo.com,Puti Maryati,MANAJEMEN PEMASARAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03642,balaadrian364@yahoo.com,Bala Adriansyah,PSIKOLOGI,21,DISARANKAN,LOLOS
TES-AKD-2026-03644,yunisafitr967@outlook.com,Yuni Safitri,KONVERSI ENERGI,22,DISARANKAN,LOLOS
TES-AKD-2026-03646,cintautami439@yahoo.com,Cinta Utami,MANAJEMEN PROYEK,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03647,cecepnugro592@outlook.com,Cecep Nugroho,ENERGI BARU TERBARUKAN,30,DISARANKAN,LOLOS
TES-AKD-2026-03650,hartakasap204@yahoo.com,Hartaka Saputra,TEKNIK SIPIL,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03653,gamblangbu942@yahoo.com,Gamblang Budiman,ADMINISTRASI BISNIS,12,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03654,parissurya278@pln.co.id,Paris Suryatmi,MANAJEMEN KEUANGAN,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03657,wardisanto856@gmail.com,Wardi Santoso,AKUNTANSI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03662,luhungmans463@pln.co.id,Luhung Mansur,MATEMATIKA,23,DISARANKAN,LOLOS
TES-AKD-2026-03663,anomdamani859@outlook.com,Anom Damanik,BIG DATA DAN BUSINESS INTELLIGENCE,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03668,darijanzul412@gmail.com,Darijan Zulkarnain,TEKNIK PERTAMBANGAN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03669,gabriellap744@outlook.com,Gabriella Permata,HUKUM,24,DISARANKAN,LOLOS
TES-AKD-2026-03671,mamansihot845@outlook.com,Maman Sihotang,KESELAMATAN DAN KESEHATAN KERJA,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03673,pujiusamah491@gmail.com,Puji Usamah,MANAJEMEN,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03677,deviyoland534@gmail.com,Devi Yolanda,TEKNIK INFORMATIKA,22,DISARANKAN,LOLOS
TES-AKD-2026-03681,ajimatprab248@yahoo.com,Ajimat Prabowo,PSIKOLOGI,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03689,titihassan406@gmail.com,Titi Hassanah,TEKNIK GEOLOGI,22,DISARANKAN,LOLOS
TES-AKD-2026-03692,pujilailas35@yahoo.com,Puji Lailasari,MANAJEMEN RISIKO,10,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03707,pariswinar548@pln.co.id,Paris Winarsih,HUKUM,9,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03716,melindapur713@pln.co.id,Melinda Purnawati,TEKNIK ELEKTRO,17,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03717,halimnapit32@outlook.com,Halim Napitupulu,TEKNIK MESIN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03742,amongwibis477@outlook.com,Among Wibisono,AKUNTANSI,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03748,harjayawin287@gmail.com,Harjaya Winarno,TEKNIK INDUSTRI,13,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03750,nadinehali549@outlook.com,Nadine Halimah,ADMINISTRASI BISNIS,23,DISARANKAN,LOLOS
TES-AKD-2026-03759,milapurnaw862@gmail.com,Mila Purnawati,MANAJEMEN,14,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03760,yunitawula499@pln.co.id,Yunita Wulandari,ENERGI BARU TERBARUKAN,26,DISARANKAN,LOLOS
TES-AKD-2026-03762,indramahes537@gmail.com,Indra Maheswara,ADMINISTRASI BISNIS,11,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03765,cakrabuana224@yahoo.com,Cakrabuana Gunawan,TEKNIK INDUSTRI,20,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03768,hasnamayas47@yahoo.com,Hasna Mayasari,MANAJEMEN KEUANGAN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03769,raharjaira21@outlook.com,Raharja Irawan,MANAJEMEN KEUANGAN,26,DISARANKAN,LOLOS
TES-AKD-2026-03771,carlalaksm294@gmail.com,Carla Laksmiwati,MANAJEMEN,18,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
TES-AKD-2026-03778,eliwahyuni327@outlook.com,Eli Wahyuni,DATA SCIENCE,22,DISARANKAN,LOLOS
TES-AKD-2026-03787,nasimwacan829@pln.co.id,Nasim Wacana,PROGRAM STUDI LAINNYA NON TEKNIK,29,DISARANKAN,LOLOS
TES-AKD-2026-03796,adinatasit497@pln.co.id,Adinata Sitompul,TEKNIK MATERIAL,15,TIDAK DISARANKAN,TIDAK LOLOS
TES-AKD-2026-03799,karmasinag480@yahoo.com,Karma Sinaga,KESELAMATAN DAN KESEHATAN KERJA,16,DISARANKAN DENGAN PERTIMBANGAN,LOLOS
